#,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
212,Kamsack Hospital/Kamsack &amp; District Nursing Home,14-03-14 12:49,"Box 429, 341 Stewart Street, Kamsack, SK, S0A 1S0",ID: 62/34115 Telehealth:  Rescode: 27130 Telephone: 542-2635 Fax: 542-4360,"Sunrise, Hospital w/ Special Care, Community, ",51.556739,-101.886248,YES,YES
213,Kelvindell Lodge,14-06-08 12:49,"Box 280, 701 6th Avenue W., Kelvington, SK, S0A 1W0",ID: 42118 Telehealth:  Rescode: 36630 Telephone: 327-5151 Fax: 327-4504,"Kelsey Trail, Special Care Home, ",52.166523,-103.529334,YES,YES
214,Kelvington Hospital,14-06-15 12:49,"Box 70, 512 1st Avenue S., Kelvington, SK, S0A 1W0",ID: 63 Telehealth: Yes Rescode: 36630 Telephone: 327-4711 Fax: 327-5115,"Kelsey Trail, Hospital, Community, Telehealth, ",52.166523,-103.529334,YES,YES
215,Kennedy Manor Care Home,13-11-28 12:49,"22 Kennedy Crescent, Regina, SK, S4R 6G4",ID: 5959 Telehealth:  Rescode: 15923 Telephone: 545-8057 Fax: ,"Regina, Personal Care Home, ",50.486421,-104.642829,YES,YES
216,Kerrobert Integrated Health Facility,14-03-28 12:49,"635 Alberta Avenue, Kerrobert, SK, S0L 1R0",ID: 64/21126 Telehealth:  Rescode: 35130 Telephone: 834-2646 Fax: 834-1007,"Heartland, Hospital w/ Special Care, Community, ",51.919267,-109.143237,YES,YES
217,Kiaskus Villa,13-08-28 12:49,"143 Green Street, Gull Lake, SK, S0N 1A0",ID: 6750 Telehealth:  Rescode: 13930 Telephone: 672-3672 Fax: ,"Cypress, Personal Care Home, ",50.092672,-108.488454,YES,YES
218,Kincaid Health Centre,13-07-30 12:49,"Box 179, Municipal Road, Kincaid, SK, S0H 2J0",ID: 65 Telehealth:  Rescode: 7553 Telephone: 264-3233 Fax: 264-3878,"Five Hills, Health Centre, ",49.669113,-107.004064,YES,YES
219,Kincaid Personal Care Home,13-08-03 12:49,"101 - 2nd Street East, Kincaid, SK, S0H 2J0",ID: 5789 Telehealth:  Rescode: 7553 Telephone: 264-3971 Fax: ,"Five Hills, Personal Care Home, ",49.669098,-107.001223,YES,YES
220,Kindersley Integrated Health Facility,14-03-06 12:49,"1003 1st Street W., Kindersley, SK, S0L 1S2",ID: 66/20132 Telehealth: Yes Rescode: 29030 Telephone: 463-2611 Fax: 463-4550,"Heartland, Hospital w/ Special Care, District, Telehealth, ",51.471631,-109.163872,YES,YES
221,Kinistino Health Centre,14-09-10 12:49,"Box 460, 111 Meyers Avenue, Kinistino, SK, S0J 1H0",ID: 67 Telehealth:  Rescode: 45930 Telephone: 864-2292 Fax: 864-2440,"Prince Albert, Health Centre, ",52.954413,-105.029615,YES,YES
222,Kinistino Personal Care Home,14-09-11 12:49,"210 Dixon Avenue, Kinistino, SK, S0E 1A0",ID: 6556 Telehealth:  Rescode: 45930 Telephone: 864-2257 Fax: ,"Prince Albert, Personal Care Home, ",52.872172,-104.658341,YES,YES
223,Kinmara Care Home,13-11-29 12:49,"74 Duncan Crescent, Regina, SK, S4T 6L5",ID: 4057 Telehealth:  Rescode: 15923 Telephone: 545-7072 Fax: ,"Regina, Personal Care Home, ",50.462543,-104.681327,YES,YES
224,Kipling Memorial Health Centre,13-08-27 12:49,"Box 420, 803 1st Street, Kipling, SK, S0G 2S0",ID: 68 Telehealth: Yes Rescode: 12430 Telephone: 736-2553 Fax: 736-8407,"Sun Country, Hospital, Community, Telehealth, ",50.102289,-102.632301,YES,YES
225,Kowalchuk's Personal Care Home,14-03-21 12:49,"406 7th Street East, Wynyard, SK, S0A 4T0",ID: 5215 Telehealth:  Rescode: 30830 Telephone: 554-3561 Fax: ,"Saskatoon, Personal Care Home, ",51.7677,-104.174846,YES,YES
226,Kowalchuks' Personal Care Home,14-05-16 12:49,"2401 Jarvis Drive, Saskatoon, SK, S7J 2T8",ID: 1937 Telehealth:  Rescode: 34424 Telephone: 477-2762 Fax: ,"Saskatoon, Personal Care Home, ",52.099345,-106.629925,YES,YES
227,Kyle,13-12-01 12:49,"Kyle Medical Clinic, P.O. Box 99, Kyle, SK, S0L 1T0",ID: 11 Telehealth:  Rescode: 22830 Telephone: 867-9700 Fax: ,"Heartland, Primary Health Centre, ",50.828073,-108.036944,YES,YES
228,Kyle &amp; District Health Centre,13-12-02 12:49,"Box 70, 208 3rd Avenue E., Kyle, SK, S0L 1T0",ID: 69 Telehealth:  Rescode: 22830 Telephone: 375-2251 Fax: 375-2422,"Heartland, Health Centre w/ Special Care, ",50.832702,-108.039213,YES,YES
229,L &amp; J Homes,13-11-30 12:49,"103 McIntyre Street, Regina, SK, S4R 2L5",ID: 4723 Telehealth:  Rescode: 15923 Telephone: 545-9165 Fax: ,"Regina, Personal Care Home, ",50.47694,-104.616598,YES,YES
230,L. Gervais Memorial Health Centre,14-11-19 12:49,"Box 100, Main Street, Goodsoil, SK, S0M 1A0",ID: 45 Telehealth: Yes Rescode: 62250 Telephone: 238-2100 Fax: 238-4449,"Prairie North, Health Centre w/ Special Care, 24/7 ER Health Centre, Telehealth, ",54.399251,-109.230136,YES,YES
231,La Hacienda Care Home,13-12-03 12:49,"3 Dunsmore Drive, Regina, SK, S4T 7L7",ID: 6483 Telehealth:  Rescode: 15923 Telephone: 545-9142 Fax: ,"Regina, Personal Care Home, ",0,0,YES,YES
232,La Loche Health Centre,14-11-25 12:49,"Bag Service #1, La Loche, SK, S0M 1G0",ID: 301 Telehealth: Yes Rescode: 80272 Telephone: 822-3200 Fax: 822-2112,"Keewatin Yattht̩, Hospital w/ Special Care, Northern, Telehealth, ",56.483333,-109.433333,YES,YES
233,La Ronge,14-11-20 12:49,"La Ronge Medical Clinic, P.O. Box 240, La Ronge, SK, S0J 1L0",ID: 12 Telehealth:  Rescode: 80430 Telephone: 425 2174 Fax: ,"Keewatin Yattht̩, Primary Health Centre, ",55.10501,-105.287417,YES,YES
234,La Ronge Health Centre,14-11-22 12:49,"Box 6000, 227 Blacklund Street, La Ronge, SK, S0J 1L0",ID: 83 Telehealth: Yes Rescode: 80430 Telephone: 425-2422 Fax: 425-5432,"Mamawetan, Hospital w/ Special Care, Northern, Telehealth, ",55.10823,-105.285989,YES,YES
235,Lady Minto Health Care Centre,14-09-24 12:49,"Box 330, 1513 1st Ave S., Edam, SK, S0M 0V0",ID: 33 Telehealth:  Rescode: 46951 Telephone: 397-2222 Fax: 397-2225,"Prairie North, Health Centre w/ Special Care, ",53.187787,-108.766837,YES,YES
236,Lafleche &amp; District Health Centre,13-08-11 12:49,"Box 159, 315 Main St., Lafleche, SK, S0H 2K0",ID: 71 Telehealth:  Rescode: 7430 Telephone: 472-5230 Fax: 472-5405,"Five Hills, Health Centre w/ Special Care, ",49.70435,-106.573208,YES,YES
237,Lakeside Home,13-09-20 12:49,"Box 10, 701 Ouimet St., Wolseley, SK, S0G 5H0",ID: 113141 Telehealth:  Rescode: 15530 Telephone: 698-2573 Fax: 698-2975,"Regina, Special Care Home, ",50.426632,-103.268527,YES,YES
238,Lakeside Manor Care Home Inc.,14-01-07 12:49,"Box 340, 101 Crescent Lake Road, Saltcoats, SK, S0A 3R0",ID: 36139 Telehealth:  Rescode: 21331 Telephone: 744-2353 Fax: 744-2414,"Sunrise, Special Care Home, ",51.038391,-102.159049,YES,YES
239,Lakeview Lodge,14-12-10 12:49,"S.W. 27-21-14 W2M, Fort Qu'Appelle, SK, S0G 1S0",ID: 6769 Telehealth:  Rescode: 18730 Telephone: 332-2588 Fax: ,"Regina, Personal Care Home, ",50.768051,-103.782955,NO,YES
240,Lakeview Pioneer Lodge Inc.,14-08-13 12:49,"Box 544, 400 1st Street N., Wakaw, SK, S0K 4P0",ID: 30122 Telehealth:  Rescode: 40130 Telephone: 233-4621 Fax: 233-5225,"Saskatoon, Special Care Home, ",52.648934,-105.740099,YES,YES
241,Lampman Community Health Centre,13-07-13 12:49,"Box 100, 309 2nd Avenue E., Lampman, SK, S0C 1N0",ID: 72 Telehealth: Yes Rescode: 3430 Telephone: 487-2561 Fax: 487-3103,"Sun Country, Health Centre w/ Special Care, Telehealth, ",49.377307,-102.762111,YES,YES
242,Langenburg Health Complex,13-12-05 12:49,"Box 9, 200 Heritage Drive, Langenburg, SK, S0A 2A0",ID: 73/37123 Telehealth:  Rescode: 18130 Telephone: 743-2232 Fax: 743-5025,"Sunrise, Health Centre w/ Special Care, ",50.842218,-101.700806,YES,YES
243,Langham Senior Citizens Home,14-07-20 12:49,"Box 287, Langham, SK, S0K 2L0",ID: 45126 Telehealth:  Rescode: 34430 Telephone: 283-4210 Fax: 283-4212,"Saskatoon, Special Care Home, ",52.358978,-106.958358,YES,YES
244,Lanigan Hospital,14-03-26 12:49,"Box 609, 36 Downing Drive E., Lanigan, SK, S0K 2M0",ID: 74 Telehealth:  Rescode: 31030 Telephone: 365-1400 Fax: 365-3354,"Saskatoon, Hospital, Community, ",51.850805,-105.027043,YES,YES
245,Last Mountain Pioneer Home Inc.,14-01-14 12:49,"Box 549, 700 Prospect Avenue, Strasbourg, SK, S0G 4V0",ID: 43120 Telehealth:  Rescode: 22030 Telephone: 725-3342 Fax: 725-3404,"Saskatoon, Special Care Home, ",51.072258,-104.957565,YES,YES
246,Leader Hospital,13-12-09 12:49,"Box 129, 423 Main Street E., Leader, SK, S0N 1H0",ID: 76 Telehealth: Yes Rescode: 23130 Telephone: 628-3845 Fax: 628-3320,"Cypress, Hospital, Community, Telehealth, ",50.892784,-109.586057,YES,YES
247,Lemberg Personal Care Home,13-11-17 12:49,"345 Golling Street, Lemberg, SK, S0A 2B0",ID: 5460 Telehealth:  Rescode: 18530 Telephone: 335-2257 Fax: ,"Regina, Personal Care Home, ",50.727441,-103.203043,YES,YES
248,Leroy Community Health &amp; Social Centre,14-04-02 12:49,"Box 7, 211 1st Avenue N.E., Leroy, SK, S0K 2P0",ID: 683 Telehealth:  Rescode: 33930 Telephone: 286-3347 Fax: 286-3888,"Saskatoon, Health Centre, ",52.000212,-104.738597,YES,YES
249,Linda's Personal Care Home Inc.,14-05-17 12:49,"315 Kenderdine Road, Saskatoon, SK, S7N 3S9",ID: 2224 Telehealth:  Rescode: 34424 Telephone: 249-3317 Fax: ,"Saskatoon, Personal Care Home, ",52.138753,-106.575472,YES,YES
250,Lloydminster Hospital,14-10-14 12:49,"3820 43rd Ave., Lloydminster, SK, S9V 1Y5",ID: 80 Telehealth: Yes Rescode: 50229 Telephone: 820-6000 Fax: 825-6516,"Prairie North, Hospital, Regional, Telehealth, ",53.272631,-109.989527,YES,YES
251,Loewen Residence,13-12-04 12:49,"118 Wilkinson Crescent, Regina, SK, S4S 6N2",ID: 4618 Telehealth:  Rescode: 15923 Telephone: 586-0063 Fax: ,"Regina, Personal Care Home, ",50.412688,-104.641834,YES,YES
252,Loewen's Personal Care Home,14-10-15 12:49,"936 King Place, Prince Albert, SK, S6V 6K8",ID: 4588 Telehealth:  Rescode: 46122 Telephone: 764-9336 Fax: ,"Prince Albert, Personal Care Home, ",53.185051,-105.727544,YES,YES
253,Long Lake Valley Integrated Facility,14-03-02 12:49,"Box 180, Imperial, SK, S0G 2J0",ID: 57 Telehealth:  Rescode: 25130 Telephone: 963-2210 Fax: 963-2518,"Regina, Health Centre w/ Special Care, ",51.344386,-105.439362,YES,YES
254,Loon Lake,14-11-15 12:49,"Loon Lake Hospital and Special Care Home, P.O. Box 69, Loon Lake, SK, S0M 1L0",ID: 13 Telehealth:  Rescode: 56158 Telephone: 837-2066 Fax: ,"Prairie North, Primary Health Centre, ",54.026158,-109.158515,YES,YES
255,Loon Lake Union Hospital &amp; Special Care Home,14-11-16 12:49,"Box 68, 510 2nd Avenue, Loon Lake, SK, S0M 1L0",ID: 81 Telehealth:  Rescode: 56158 Telephone: 837-2114 Fax: 837-2268,"Prairie North, Hospital w/ Special Care, Community, ",54.026158,-109.158515,YES,YES
256,Lorraine's Personal Care Home,14-05-18 12:49,"402/404 Acadia Drive, Saskatoon, SK, S7H 3V7",ID: 5509 Telehealth:  Rescode: 34424 Telephone: 373-8074 Fax: ,"Saskatoon, Personal Care Home, ",52.122852,-106.598921,YES,YES
257,Lorrdale Place,14-10-10 12:49,"208 Centre Street, Codette, SK, S0E 0P0",ID: 3867 Telehealth:  Rescode: 48751 Telephone: 862-2579 Fax: ,"Kelsey Trail, Personal Care Home, ",53.279651,-104.028704,YES,YES
258,Lucky Lake,13-12-31 12:49,"Lucky Lake Health Centre, P.O. Box 250, Lucky Lake, SK, S0L 1Z0",ID: 14 Telehealth:  Rescode: 22553 Telephone: 867-9700 Fax: ,"Heartland, Primary Health Centre, ",50.983082,-107.134275,YES,YES
259,Lucky Lake Health Centre,14-01-01 12:49,"Box 250, 1st Avenue, Lucky Lake, SK, S0L 1Z0",ID: 82 Telehealth:  Rescode: 22553 Telephone: 858-2116 Fax: 858-2312,"Heartland, Health Centre w/ Special Care, ",50.983082,-107.134275,YES,YES
260,Lumsden &amp; District Heritage Home Inc.,13-11-05 12:49,"Box 479, Lumsden, SK, S0G 3C0",ID: 15217 Telehealth:  Rescode: 18930 Telephone: 731-2247 Fax: 731-3307,"Regina, Special Care Home, ",50.646281,-104.867569,YES,YES
261,Luther Sunset Home of Saskatoon,14-05-19 12:49,"1230 Temperance St, Saskatoon, SK, S7N 0N9",ID: 7056 Telehealth:  Rescode: 34424 Telephone: 935-2029 Fax: ,"Saskatoon, Personal Care Home, ",52.12597,-106.639616,YES,YES
262,Lutheran Sunset Home,14-05-20 12:49,"1212 Osler Street, Saskatoon, SK, S7N 0T9",ID: 45205 Telehealth:  Rescode: 34424 Telephone: 644-0300 Fax: 664-0311,"Saskatoon, Special Care Home, ",52.126992,-106.640148,YES,YES
263,M &amp; M Private Care Home,14-05-21 12:49,"518/520 Russell Road, Saskatoon, SK, S7K 6L6",ID: 4111 Telehealth:  Rescode: 34424 Telephone: 242-6501 Fax: ,"Saskatoon, Personal Care Home, ",52.186733,-106.627644,YES,YES
264,M Berta Personal Care Home,13-12-06 12:49,"2905/2907 Pasqua Street, Regina, SK, S4S 0M6",ID: 5061 Telehealth:  Rescode: 15923 Telephone: 584-8841 Fax: ,"Regina, Personal Care Home, ",50.432425,-104.64088,YES,YES
265,Maidstone Hospital,14-09-20 12:49,"Box 160, Maidstone, SK, S0M 1M0",ID: 86 Telehealth: Yes Rescode: 47130 Telephone: 893-2622 Fax: 893-2922,"Prairie North, Hospital, Community, Telehealth, ",53.087744,-109.292116,YES,YES
266,Mainprize Manor &amp; Health Centre,13-07-14 12:49,"Box 239, 206 South Street, Midale, SK, S0C 1S0",ID: 93/8147 Telehealth: Yes Rescode: 3630 Telephone: 458-2300 Fax: 458-2778,"Sun Country, Health Centre w/ Special Care, Telehealth, ",49.391808,-103.407747,YES,YES
267,Manitou Health Centre,14-09-01 12:49,"Box 190, Neilburg, SK, S0M 2C0",ID: 102 Telehealth:  Rescode: 44057 Telephone: 823-4262 Fax: 823-4590,"Prairie North, Health Centre, ",52.837187,-109.629743,YES,YES
268,Manitou Lodge,14-03-19 12:49,"Box 130, 404 1st Street E., Watrous, SK, S0K 4T0",ID: 16122 Telehealth:  Rescode: 31230 Telephone: 946-3718 Fax: 946-2296,"Saskatoon, Special Care Home, ",51.674514,-105.468338,YES,YES
269,Maple Creek Hospital,13-08-21 12:49,"Box 1330, Highway 21 S., Maple Creek, SK, S0N 1N0",ID: 88 Telehealth: Yes Rescode: 11130 Telephone: 662-2611 Fax: 662-3210,"Cypress, Hospital, Community, Telehealth, ",49.903758,-109.477795,YES,YES
270,Maranatha Manor,14-09-05 12:49,"216 MacDonald Ave. E., Melfort, SK, S0E 1A0",ID: 4731 Telehealth:  Rescode: 42820 Telephone: 752-9773 Fax: ,"Kelsey Trail, Personal Care Home, ",52.870914,-104.599264,YES,YES
271,Marg's Care Home Ltd.,14-05-22 12:49,"310 Adilman Drive, Saskatoon, SK, S7K 7K5",ID: 1821 Telehealth:  Rescode: 34424 Telephone: 975-1189 Fax: ,"Saskatoon, Personal Care Home, ",52.187623,-106.625305,YES,YES
272,Maria's Personal Care Home,14-05-23 12:49,"94/96 Gray Avenue, Saskatoon, SK, S7N 3Z2",ID: 3972 Telehealth:  Rescode: 34424 Telephone: 249-5634 Fax: ,"Saskatoon, Personal Care Home, ",52.136823,-106.589844,YES,YES
273,Marie's Personal Care Home,13-12-07 12:49,"55 Forsyth Crescent, Regina, SK, S4R 5L8",ID: 4421 Telehealth:  Rescode: 15923 Telephone: 565-0491 Fax: ,"Regina, Personal Care Home, ",50.471524,-104.661878,YES,YES
274,Martha House Incorporated,13-12-08 12:49,"1855 - 2nd Avenue North, Regina, SK, S4R 0Y1",ID: 5568 Telehealth:  Rescode: 15923 Telephone: 545-0509 Fax: ,"Regina, Personal Care Home, ",50.472398,-104.606592,YES,YES
275,May's Care Home,14-08-06 12:49,"2042 - 99th Street, North Battleford, SK, S9A 0S4",ID: 957 Telehealth:  Rescode: 43721 Telephone: 445-7621 Fax: ,"Prairie North, Personal Care Home, ",52.78766,-108.300502,YES,YES
276,Meadow Green Care Home,14-05-24 12:49,"234/236 Montreal Av South, Saskatoon, SK, S7M 3K8",ID: 5851 Telehealth:  Rescode: 34424 Telephone: 683-4600 Fax: ,"Saskatoon, Personal Care Home, ",52.12626,-106.711791,YES,YES
277,Melfort Hospital,14-09-06 12:49,"Box 1480, 505 Broadway Avenue N., Melfort, SK, S0E 1A0",ID: 91 Telehealth: Yes Rescode: 42820 Telephone: 752-8700 Fax: 752-8711,"Kelsey Trail, Hospital, District, Telehealth, ",52.853534,-104.615998,YES,YES
278,Melville Personal Care Home,13-12-21 12:49,"Parcel G, Plan 62Y04751, Melville, SK, S0A 2P0",ID: 6386 Telehealth:  Rescode: 21421 Telephone: 728-5283 Fax: ,"Sunrise, Personal Care Home, ",50.930556,-102.807778,YES,YES
279,Mennonite Nursing Home Inc.,14-08-15 12:49,"Box 370, Highway 11 South, Rosthern, SK, S0K 3R0",ID: 29139 Telehealth:  Rescode: 40330 Telephone: 232-4861 Fax: 232-5611,"Saskatoon, Special Care Home, ",52.662259,-106.331826,YES,YES
280,Mercier's Country Care Home,14-07-21 12:49,"SW 1/4-21-44-26-W2RM#431, Domremy, SK, S0K 1G0",ID: 1406 Telehealth:  Rescode: 43150 Telephone: 423-6279 Fax: ,"Saskatoon, Personal Care Home, ",52.788728,-105.731384,YES,YES
281,Middle Lake Personal Care Home,14-08-02 12:49,"101 Reginoanl Park Road, Middle Lake, SK, S0G 2X0",ID: 7293 Telehealth:  Rescode: 40050 Telephone: 367-2086 Fax: ,"Saskatoon, Personal Care Home, ",50.077086,-102.209506,YES,YES
282,Mont. St. Joseph Home Inc.,14-10-16 12:49,"777 28th Street W., Prince Albert, SK, S6V 8C2",ID: 28136 Telehealth:  Rescode: 46122 Telephone: 953-4500 Fax: 953-4550,"Prince Albert, Special Care Home, ",53.187655,-105.776773,YES,YES
283,Montmartre Integrated Health Centre,13-09-05 12:49,"Box 206, 237 2nd Ave. E., Montmartre, SK, S0G 3M0",ID: 95 Telehealth:  Rescode: 12653 Telephone: 424-2222 Fax: 424-2227,"Regina, Health Centre w/ Special Care, ",50.219361,-103.448307,YES,YES
284,Moose Jaw Personal Care Home,13-10-14 12:49,"245 Hochelaga Street West, Moose Jaw, SK, S6H 2G4",ID: 6971 Telehealth:  Rescode: 16120 Telephone: 694-0075 Fax: ,"Five Hills, Personal Care Home, ",50.396236,-105.541194,YES,YES
285,Moose Jaw Personal Care Home,13-10-17 12:49,"619 - 7th Avenue S.E., Moose Jaw, SK, S6H 7K8",ID: 7606 Telehealth:  Rescode: 16120 Telephone: 691-0488 Fax: ,"Five Hills, Personal Care Home, ",50.382413,-105.517304,YES,YES
286,Moose Jaw Union Hospital,13-10-06 12:49,"455 Fairford Street E., Moose Jaw, SK, S6H 1H3",ID: 96 Telehealth: Yes Rescode: 16120 Telephone: 694-0200 Fax: 694-0270,"Five Hills, Hospital, Regional, Telehealth, ",50.392499,-105.523528,YES,YES
287,Moose Mountain Lodge Company Inc.,13-07-22 12:49,"Box 729, 6th Street W., Carlyle, SK, S0C 0R0",ID: 11118 Telehealth:  Rescode: 6330 Telephone: 453-2434 Fax: 453-2726,"Sun Country, Special Care Home, ",49.633333,-102.266667,YES,YES
288,Moosomin Hospital,13-09-02 12:49,"Bag Service #1, 320 Gertie St., Moosomin, SK, S0G 3N0",ID: 99 Telehealth:  Rescode: 12131 Telephone: 435-3303 Fax: 435-3211,"Regina, Hospital, Community, ",50.141643,-101.675422,YES,YES
289,Morris Lodge,13-11-27 12:49,"Lots4-12 Block 6 Main St., Bangor, SK, S0A 0E0",ID: 1570 Telehealth:  Rescode: 18351 Telephone: 728-5322 Fax: ,"Sunrise, Personal Care Home, ",50.805789,-102.341733,YES,YES
290,Mossbank Wellness Centre,13-08-24 12:49,"Box 322, 3rd Ave. S., Mossbank, SK, S0H 3G0",ID: 625 Telehealth:  Rescode: 10230 Telephone: 354-2300 Fax: 354-2819,"Five Hills, Health Centre, ",49.938046,-105.969076,YES,YES
291,Mount Pleasant Manor,13-12-13 12:49,"310 - 18th Avenue East, Regina, SK, S4N 1E2",ID: 5614 Telehealth:  Rescode: 15923 Telephone: 585-7444 Fax: ,"Regina, Personal Care Home, ",50.436131,-104.577933,YES,YES
292,Mountain View,14-03-23 12:49,"NW 1/4-8-32-17-W3RM#318, Plenty, SK, S0L 2R0",ID: 6300 Telehealth:  Rescode: 31957 Telephone: 377-4722 Fax: ,"Heartland, Personal Care Home, ",51.783323,-108.644868,YES,YES
293,Naicam,14-07-27 12:49,"Naicam Medical Clinic, PO Box 489, Naicam, SK, S0K 2Z0",ID: 19 Telehealth:  Rescode: 39830 Telephone: 752-9600 Fax: ,"Kelsey Trail, Primary Health Centre, ",52.420112,-104.49847,YES,YES
294,Nancy's Personal Care Home,14-10-17 12:49,"626 - 24th Street W., Prince Albert, SK, S6V 4N5",ID: 4820 Telehealth:  Rescode: 46122 Telephone: 763-0524 Fax: ,"Prince Albert, Personal Care Home, ",53.191561,-105.770734,YES,YES
295,Nel Care Home,13-12-15 12:49,"3230 Argyle Road, Regina, SK, S4S 2B4",ID: 884 Telehealth:  Rescode: 15923 Telephone: 789-6660 Fax: ,"Regina, Personal Care Home, ",50.426658,-104.630039,YES,YES
296,Nelson Care Home Ltd.,14-10-18 12:49,"1336 - 7th Street East, Prince Albert, SK, S6V 0V1",ID: 1279 Telehealth:  Rescode: 46122 Telephone: 922-9506 Fax: ,"Prince Albert, Personal Care Home, ",53.203549,-105.711988,YES,YES
297,Nelson Care Home Ltd.,14-10-19 12:49,"1336 - 7th Street East, Prince Albert, SK, S6V 0V1",ID: 1279 Telehealth:  Rescode: 46122 Telephone:  Fax: ,"Prince Albert, Personal Care Home, ",53.203549,-105.711988,YES,YES
298,Newhope Pioneer Lodge,13-08-06 12:49,"Box 38, 123 Governmant Road, Stoughton, SK, S0G 4T0",ID: 11136 Telehealth: Yes Rescode: 6530 Telephone: 457-2552 Fax: 457-3732,"Sun Country, Special Care Home, Telehealth, ",49.678592,-103.029849,YES,YES
299,Newmarket Manor,14-08-31 12:49,"Box 2620, 2001Newmarket Drive, Tisdale, SK, S0E 1T0",ID: 33158 Telehealth:  Rescode: 42730 Telephone: 873-5828 Fax: 873-4822,"Kelsey Trail, Special Care Home, ",52.847396,-104.048984,YES,YES
300,Nipawin Hospital,14-10-23 12:49,"Box 389, 800 6th Street E., Nipawin, SK, S0E 1E0",ID: 104 Telehealth: Yes Rescode: 48730 Telephone: 862-4643 Fax: 862-9310,"Kelsey Trail, Hospital, District, Telehealth, ",53.362353,-104.013005,YES,YES
301,Nokomis Health Centre/Puffer Special Care Home,14-03-11 12:49,"Box 98, 103 2nd Avenue E., Nokomis, SK, S0G 3R0",ID: 105 Telehealth:  Rescode: 28030 Telephone: 528-2114 Fax: 528-4655,"Saskatoon, Health Centre w/ Special Care, ",51.508783,-105.008947,YES,YES
302,Norquay Health Centre/Gateway Lodge,14-03-27 12:49,"Box 190, Norquay, SK, S0A 2V0",ID: 106/34133 Telehealth:  Rescode: 33330 Telephone: 594-2133 Fax: 594-2488,"Sunrise, Health Centre w/ Special Care, ",51.882031,-102.088275,YES,YES
303,North Battleford Personal Care Home,14-07-24 12:49,"9018 - 16th Avenue, North Battleford, SK, S9A 2T7",ID: 1015 Telehealth:  Rescode: 43721 Telephone: 445-2129 Fax: ,"Prairie North, Personal Care Home, ",52.782085,-108.314969,YES,YES
304,North Battleford Personal Care Home,14-07-28 12:49,"2396 - 100th Street, North Battleford, SK, S9A 0X7",ID: 949 Telehealth:  Rescode: 43721 Telephone: 445-7493 Fax: ,"Prairie North, Personal Care Home, ",52.793356,-108.299001,YES,YES
305,Northland Pioneers Lodge,14-11-18 12:49,"515 3rd Street W., Meadow Lake, SK, S9Z 1L1",ID: 26112 Telehealth:  Rescode: 58830 Telephone: 236-5812 Fax: 236-6552,"Prairie North, Special Care Home, ",54.126933,-108.4379,YES,YES
306,Northwest Health Facility,14-11-17 12:49,"#1 - 711 Centre Street, Meadow Lake, SK, S9X 1E6",ID: 90 Telehealth: Yes Rescode: 58830 Telephone: 236-3661 Fax: 236-3244,"Prairie North, Hospital, District, Telehealth, ",54.123569,-108.434736,YES,YES
307,Nutana Integrated School Services*,14-05-25 12:49,"Nutana Integrated School Services, 411-11th St. E., Saskatoon, SK, S7N 0E9",ID: 18 Telehealth:  Rescode: 34424 Telephone: 655-5365 Fax: ,"Saskatoon, Primary Health Centre, ",52.118785,-106.659717,YES,YES
308,Oak Arbour,13-12-16 12:49,"10 Kyle Street, Regina, SK, S4R 5Y2",ID: 7188 Telehealth:  Rescode: 15923 Telephone: 569-7755 Fax: ,"Regina, Personal Care Home, ",50.491126,-104.649954,YES,YES
309,Oasis Personal Care Home,14-08-26 12:49,"#1 Railway Avenue, Speers, SK, S0M 2V0",ID: 3158 Telehealth:  Rescode: 43654 Telephone: 246-2067 Fax: ,"Prince Albert, Personal Care Home, ",52.709808,-107.563125,YES,YES
310,Olafsons Care Home,14-07-29 12:49,"NW19-39-13W2 RM Ponass367, Archerwill, SK, S0E 0R0",ID: 4804 Telehealth:  Rescode: 39751 Telephone: 322-2133 Fax: ,"Kelsey Trail, Personal Care Home, ",52.891702,-103.780175,YES,YES
311,Oliver Lodge,14-05-26 12:49,"1405 Faulkner Crescent, Saskatoon, SK, S7L 3R5",ID: 45232 Telehealth:  Rescode: 34424 Telephone: 382-4111 Fax: 382-9822,"Saskatoon, Special Care Home, ",52.142912,-106.691987,YES,YES
312,Outlook &amp; District Health Centre,14-03-08 12:49,"Box 309, 500 Semple Street, Outlook, SK, S0L 2N0",ID: 110 Telehealth: Yes Rescode: 28430 Telephone: 867-8676 Fax: 867-9449,"Heartland, Hospital, Community, Telehealth, ",51.486595,-107.061272,YES,YES
313,Outlook &amp; District Pioneer Home,14-03-09 12:49,"Box 369, 500 Semple St., Outlook, SK, S0L 2N0",ID: 17116 Telehealth:  Rescode: 28430 Telephone: 867-8835 Fax: 867-8870,"Heartland, Special Care Home, ",51.486595,-107.061272,YES,YES
314,Outlook Personal Care Home,14-03-10 12:49,"18/19 Carter Crescent, Outlook, SK, S0L 2N0",ID: 3573 Telehealth:  Rescode: 28430 Telephone: 867-8140 Fax: ,"Heartland, Personal Care Home, ",51.488043,-107.065633,YES,YES
315,Oxford Place Inc.,13-10-08 12:49,"1007 Main Street North, Moose Jaw, SK, S6H 0X1",ID: 159 Telehealth:  Rescode: 16120 Telephone: 692-2837 Fax: ,"Five Hills, Personal Care Home, ",50.399116,-105.534397,YES,YES
