"#","INCIDENT TITLE","INCIDENT DATE","LOCATION","DESCRIPTION","CATEGORY","LATITUDE","LONGITUDE","APPROVED","VERIFIED"
198,"Porcupine Carragana Hospital",2014-08-09 12:49:00,"Box 70, 1 Windsor Avenue, Porcupine Plain, SK, S0E 1H0","ID: 116 Telehealth: Yes Rescode: 39530 Telephone: 278-2233 Fax: 278-3324","Kelsey Trail,Hospital,Community Hospital,Telehealth",52.61,-103.25,"YES","YES"
199,"Ponteix Health Centre",2013-08-15 12:49:00,"Box 600, 428 2nd Avenue, Ponteix, SK, S0N 1Z0","ID: 115/4127 Telehealth: Yes Rescode: 7630 Telephone: 625-3382 Fax: 625-3764","Cypress,Health Centre w/ Special Care Home,ER Health Centre Site,Telehealth",49.75,-107.483333333329,"YES","YES"
200,"Pleasant View Private Care Home",2014-08-14 12:49:00,"104 Scott Crescent, Wakaw, SK, S0K 4P0","ID: 6289 Telehealth:  Rescode: 40130 Telephone: 233-4842 Fax: ","Saskatoon,Personal Care Home",52.66,-105.733333333329,"YES","YES"
201,"Pleasant View Care Home",2014-03-30 12:49:00,"Box 10, 533 & 433 5th Street N.E., Wadena, SK, S0A 4J0","ID: 42127 Telehealth:  Rescode: 33730 Telephone: 338-2412 Fax: 338-2720","Saskatoon,Special Care Home",51.95,-103.8,"YES","YES"
202,"Pioneer Housing",2013-10-10 12:49:00,"1000 Albert Street, Moose Jaw, SK, S6H 2Y2","ID: 6132 Telehealth:  Rescode: 16120 Telephone: 693-4616 Fax: 692-0771","Five Hills,Special Care Home",50.49,-105.53333333333,"YES","YES"
203,"PineView Terrace Lodge",2014-10-20 12:49:00,"701 13th Street W., Prince Albert, SK, S6V 3H2","ID: 28145 Telehealth:  Rescode: 46122 Telephone: 765-6570 Fax: 764-0212","Prince Albert Parkland,Special Care Home",53.34,-105.76666666667,"YES","YES"
204,"Pineview Lodge",2014-10-25 12:49:00,"Box 2105, 400 6th Avenue E., Nipawin, SK, S0E 1E0","ID: 31125 Telehealth:  Rescode: 48730 Telephone: 862-9828 Fax: 862-2400","Kelsey Trail,Special Care Home",53.367,-104,"YES","YES"
205,"Pinehouse Health Centre",2014-12-02 12:49:00,"Box 296, Pinehouse, SK, S0J 2B0","ID: 214 Telehealth: Yes Rescode: 80472 Telephone: 884-5670 Fax: 884-2107","Mamawetan Churchill River,Health Centre,Telehealth",0,0,"NO","YES"
206,"Pine Island Lodge",2014-09-22 12:49:00,"Box 40, Maidstone, SK, S0M 1M0","ID: 25128 Telehealth:  Rescode: 47130 Telephone: 893-2223 Fax: 893-2245","Prairie North,Special Care Home",53.14,-109.28333333333,"YES","YES"
207,"Pilot Butte Personal Care Home",2013-10-05 12:49:00,"108 - 8th Street, Pilot Butte, SK, S0G 3Z0","ID: 6548 Telehealth:  Rescode: 15831 Telephone: 586-2273 Fax: ","Regina Qu'Appelle,Personal Care Home",50.466666666667,-104.41666666667,"YES","YES"
208,"Philbrite Care Home",2013-12-24 12:49:00,"1645 Grosvenor Street, Regina, SK, S4N 4L9","ID: 6246 Telehealth:  Rescode: 15923 Telephone: 545-5398 Fax: ","Regina Qu'Appelle,Personal Care Home",50.9399999999999,-104.61666666667,"YES","YES"
209,"Pasquia Special Care Home",2014-10-11 12:49:00,"Box 250, 4101 1st Avenue W., Carrot River, SK, S0E 1E0","ID: 31116 Telehealth:  Rescode: 48630 Telephone: 768-2725 Fax: 768-3233","Kelsey Trail,Special Care Home",53.285,-103.58333333333,"YES","YES"
210,"Pasqua Hospital",2013-12-20 12:49:00,"4101 Dewdney Avenue, Regina, SK, S4T 1A5","ID: 130 Telehealth:  Rescode: 15923 Telephone: 766-2222 Fax: 766-2745","Regina Qu'Appelle,Hospital,Provincial Hospital",50.9299999999999,-104.61666666667,"YES","YES"
211,"Parkway Lodge",2013-08-12 12:49:00,"420 - 8th Avenue SE, Weyburn, SK, S4H 2K3","ID: 4952 Telehealth:  Rescode: 6726 Telephone: 842-7868 Fax: ","Sun Country,Personal Care Home",49.72,-103.849999999999,"YES","YES"
212,"Parkview Lodge",2013-12-18 12:49:00,"2915 Pasqua Street, Regina, SK, S4S 2H4","ID: 4375 Telehealth:  Rescode: 15923 Telephone: 586-3380 Fax: ","Regina Qu'Appelle,Personal Care Home",50.9199999999999,-104.61666666667,"YES","YES"
213,"Parkridge Centre",2014-05-27 12:49:00,"110 Gropper Avenue, Saskatoon, SK, S7M 5N9","ID: 45320 Telehealth: Yes Rescode: 34424 Telephone: 655-3800 Fax: 655-3801","Saskatoon,Special Care Home,Telehealth",52.1489999999999,-106.63333333333,"YES","YES"
214,"Parkland Terrace",2014-09-26 12:49:00,"Box 670, Shellbrook, SK, S0J 2E0","ID: 27115 Telehealth:  Rescode: 49330 Telephone: 747-4290 Fax: 747-3586","Prince Albert Parkland,Special Care Home",53.216666666667,-106.4,"YES","YES"
215,"Parkland Place Care Centre",2014-09-07 12:49:00,"Box 2260, 402 Bermister Avenue E., Melfort, SK, S0E 1A0","ID: 32146 Telehealth: Yes Rescode: 42820 Telephone: 752-2767 Fax: 752-2600","Kelsey Trail,Special Care Home,Telehealth",52.88,-104.61666666667,"YES","YES"
216,"Paradise Hill Health Centre",2014-11-09 12:49:00,"Box 179, Paradise Hill, SK, S0M 2G0","ID: 114 Telehealth:  Rescode: 50152 Telephone: 344-2255 Fax: 344-2277","Prairie North,Health Centre",53.5333333333329,-109.63333333333,"YES","YES"
217,"Pangman Health Centre",2013-07-26 12:49:00,"Box 90, 211 Keeler Street, Pangman, SK, S0C 2C0","ID: 113 Telehealth:  Rescode: 6953 Telephone: 442-2044 Fax: 442-4227","Sun Country,Health Centre",49.65,-104.66666666667,"YES","YES"
218,"Oxford Place Inc.",2013-10-08 12:49:00,"1007 Main Street North, Moose Jaw, SK, S6H 0X1","ID: 159 Telehealth:  Rescode: 16120 Telephone: 692-2837 Fax: ","Five Hills,Personal Care Home",50.48,-105.53333333333,"YES","YES"
219,"Outlook Personal Care Home",2014-03-10 12:49:00,"18/19 Carter Crescent, Outlook, SK, S0L 2N0","ID: 3573 Telehealth:  Rescode: 28430 Telephone: 867-8140 Fax: ","Heartland,Personal Care Home",51.5,-107.05,"YES","YES"
220,"Outlook & District Pioneer Home",2014-03-09 12:49:00,"Box 369, 500 Semple St., Outlook, SK, S0L 2N0","ID: 17116 Telehealth:  Rescode: 28430 Telephone: 867-8835 Fax: 867-8870","Heartland,Special Care Home",51.5,-107.05,"YES","YES"
221,"Outlook & District Health Centre",2014-03-08 12:49:00,"Box 309, 500 Semple Street, Outlook, SK, S0L 2N0","ID: 110 Telehealth: Yes Rescode: 28430 Telephone: 867-8676 Fax: 867-9449","Heartland,Hospital,Community Hospital,Telehealth",51.5,-107.05,"YES","YES"
222,"Oliver Lodge",2014-05-26 12:49:00,"1405 Faulkner Crescent, Saskatoon, SK, S7L 3R5","ID: 45232 Telehealth:  Rescode: 34424 Telephone: 382-4111 Fax: 382-9822","Saskatoon,Special Care Home",52.1479999999999,-106.63333333333,"YES","YES"
223,"Olafsons Care Home",2014-07-29 12:49:00,"NW19-39-13W2 RM Ponass367, Archerwill, SK, S0E 0R0","ID: 4804 Telehealth:  Rescode: 39751 Telephone: 322-2133 Fax: ","Kelsey Trail,Personal Care Home",52.433333333333,-103.849999999999,"YES","YES"
224,"Oasis Personal Care Home",2014-08-26 12:49:00,"#1 Railway Avenue, Speers, SK, S0M 2V0","ID: 3158 Telehealth:  Rescode: 43654 Telephone: 246-2067 Fax: ","Prince Albert Parkland,Personal Care Home",52.75,-107.56666666667,"YES","YES"
225,"Oak Arbour",2013-12-16 12:49:00,"10 Kyle Street, Regina, SK, S4R 5Y2","ID: 7188 Telehealth:  Rescode: 15923 Telephone: 569-7755 Fax: ","Regina Qu'Appelle,Personal Care Home",50.9099999999999,-104.61666666667,"YES","YES"
226,"Nutana Integrated School Services*",2014-05-25 12:49:00,"Nutana Integrated School Services, 411-11th St. E., Saskatoon, SK, S7N 0E9","ID: 18 Telehealth:  Rescode: 34424 Telephone: 655-5365 Fax: ","Saskatoon,Primary Health Centre",52.1469999999999,-106.63333333333,"YES","YES"
227,"Northwest Health Facility",2014-11-17 12:49:00,"#1 - 711 Centre Street, Meadow Lake, SK, S9X 1E6","ID: 90 Telehealth: Yes Rescode: 58830 Telephone: 236-3661 Fax: 236-3244","Prairie North,Hospital,District Hospital,Telehealth",54.13,-108.43333333333,"YES","YES"
228,"Northland Pioneers Lodge",2014-11-18 12:49:00,"515 3rd Street W., Meadow Lake, SK, S9Z 1L1","ID: 26112 Telehealth:  Rescode: 58830 Telephone: 236-5812 Fax: 236-6552","Prairie North,Special Care Home",54.1333333333329,-108.43333333333,"YES","YES"
229,"North Battleford Personal Care Home",2014-07-24 12:49:00,"9018 - 16th Avenue, North Battleford, SK, S9A 2T7","ID: 1015 Telehealth:  Rescode: 43721 Telephone: 445-2129 Fax: ","Prairie North,Personal Care Home",52.4000000000001,-108.28333333333,"YES","YES"
230,"North Battleford Personal Care Home",2014-07-28 12:49:00,"2396 - 100th Street, North Battleford, SK, S9A 0X7","ID: 949 Telehealth:  Rescode: 43721 Telephone: 445-7493 Fax: ","Prairie North,Personal Care Home",52.4300000000001,-108.28333333333,"YES","YES"
231,"Norquay Health Centre/Gateway Lodge",2014-03-27 12:49:00,"Box 190, Norquay, SK, S0A 2V0","ID: 106/34133 Telehealth:  Rescode: 33330 Telephone: 594-2133 Fax: 594-2488","Sunrise,Health Centre w/ Special Care Home",51.8833333333329,-102.08333333333,"YES","YES"
232,"Nokomis Health Centre/Puffer Special Care Home",2014-03-11 12:49:00,"Box 98, 103 2nd Avenue E., Nokomis, SK, S0G 3R0","ID: 105 Telehealth:  Rescode: 28030 Telephone: 528-2114 Fax: 528-4655","Saskatoon,Health Centre w/ Special Care Home",51.5,-105,"YES","YES"
233,"Nipawin Hospital",2014-10-23 12:49:00,"Box 389, 800 6th Street E., Nipawin, SK, S0E 1E0","ID: 104 Telehealth: Yes Rescode: 48730 Telephone: 862-4643 Fax: 862-9310","Kelsey Trail,Hospital,District Hospital,Telehealth",53.366666666667,-104,"YES","YES"
234,"Newmarket Manor",2014-08-31 12:49:00,"Box 2620, 2001Newmarket Drive, Tisdale, SK, S0E 1T0","ID: 33158 Telehealth:  Rescode: 42730 Telephone: 873-5828 Fax: 873-4822","Kelsey Trail,Special Care Home",52.83,-104.05,"YES","YES"
235,"Newhope Pioneer Lodge",2013-08-06 12:49:00,"Box 38, 123 Governmant Road, Stoughton, SK, S0G 4T0","ID: 11136 Telehealth: Yes Rescode: 6530 Telephone: 457-2552 Fax: 457-3732","Sun Country,Special Care Home,Telehealth",49.683333333333,-103.03333333333,"YES","YES"
236,"Nelson Care Home Ltd.",2014-10-18 12:49:00,"1336 - 7th Street East, Prince Albert, SK, S6V 0V1","ID: 1279 Telehealth:  Rescode: 46122 Telephone: 922-9506 Fax: ","Prince Albert Parkland,Personal Care Home",53.32,-105.76666666667,"YES","YES"
237,"Nelson Care Home Ltd.",2014-10-19 12:49:00,"1336 - 7th Street East, Prince Albert, SK, S6V 0V1","ID: 1279 Telehealth:  Rescode: 46122 Telephone:  Fax: ","Prince Albert Parkland,Personal Care Home",53.33,-105.76666666667,"YES","YES"
238,"Nel Care Home",2013-12-15 12:49:00,"3230 Argyle Road, Regina, SK, S4S 2B4","ID: 884 Telehealth:  Rescode: 15923 Telephone: 789-6660 Fax: ","Regina Qu'Appelle,Personal Care Home",50.8999999999999,-104.61666666667,"YES","YES"
239,"Nancy's Personal Care Home",2014-10-17 12:49:00,"626 - 24th Street W., Prince Albert, SK, S6V 4N5","ID: 4820 Telehealth:  Rescode: 46122 Telephone: 763-0524 Fax: ","Prince Albert Parkland,Personal Care Home",53.31,-105.76666666667,"YES","YES"
240,"Naicam",2014-07-27 12:49:00,"Naicam Medical Clinic, PO Box 489, Naicam, SK, S0K 2Z0","ID: 19 Telehealth:  Rescode: 39830 Telephone: 752-9600 Fax: ","Kelsey Trail,Primary Health Centre",52.42,-104.5,"YES","YES"
241,"Mountain View",2014-03-23 12:49:00,"NW 1/4-8-32-17-W3RM#318, Plenty, SK, S0L 2R0","ID: 6300 Telehealth:  Rescode: 31957 Telephone: 377-4722 Fax: ","Heartland,Personal Care Home",51.7833333333329,-108.63333333333,"YES","YES"
242,"Mount Pleasant Manor",2013-12-13 12:49:00,"310 - 18th Avenue East, Regina, SK, S4N 1E2","ID: 5614 Telehealth:  Rescode: 15923 Telephone: 585-7444 Fax: ","Regina Qu'Appelle,Personal Care Home",50.8899999999999,-104.61666666667,"YES","YES"
243,"Mossbank Wellness Centre",2013-08-24 12:49:00,"Box 322, 3rd Ave. S., Mossbank, SK, S0H 3G0","ID: 625 Telehealth:  Rescode: 10230 Telephone: 354-2300 Fax: 354-2819","Five Hills,Health Centre",49.933333333333,-105.966666666669,"YES","YES"
244,"Morris Lodge",2013-11-27 12:49:00,"Lots4-12 Block 6 Main St., Bangor, SK, S0A 0E0","ID: 1570 Telehealth:  Rescode: 18351 Telephone: 728-5322 Fax: ","Sunrise,Personal Care Home",50.7999999999999,-102.33333333333,"YES","YES"
245,"Moosomin Hospital",2013-09-02 12:49:00,"Bag Service #1, 320 Gertie St., Moosomin, SK, S0G 3N0","ID: 99 Telehealth:  Rescode: 12131 Telephone: 435-3303 Fax: 435-3211","Regina Qu'Appelle,Hospital,Community Hospital",50.13,-101.66666666667,"YES","YES"
246,"Moose Mountain Lodge Company Inc.",2013-07-22 12:49:00,"Box 729, 6th Street W., Carlyle, SK, S0C 0R0","ID: 11118 Telehealth:  Rescode: 6330 Telephone: 453-2434 Fax: 453-2726","Sun Country,Special Care Home",49.6332,-102.26666666667,"YES","YES"
247,"Moose Jaw Union Hospital",2013-10-06 12:49:00,"455 Fairford Street E., Moose Jaw, SK, S6H 1H3","ID: 96 Telehealth: Yes Rescode: 16120 Telephone: 694-0200 Fax: 694-0270","Five Hills,Hospital,Regional Hospital,Telehealth",50.47,-105.53333333333,"YES","YES"
248,"Moose Jaw Personal Care Home",2013-10-14 12:49:00,"245 Hochelaga Street West, Moose Jaw, SK, S6H 2G4","ID: 6971 Telehealth:  Rescode: 16120 Telephone: 694-0075 Fax: ","Five Hills,Personal Care Home",50.51,-105.53333333333,"YES","YES"
249,"Moose Jaw Personal Care Home",2013-10-17 12:49:00,"619 - 7th Avenue S.E., Moose Jaw, SK, S6H 7K8","ID: 7606 Telehealth:  Rescode: 16120 Telephone: 691-0488 Fax: ","Five Hills,Personal Care Home",50.52,-105.53333333333,"YES","YES"
250,"Montmartre Integrated Health Centre",2013-09-05 12:49:00,"Box 206, 237 2nd Ave. E., Montmartre, SK, S0G 3M0","ID: 95 Telehealth:  Rescode: 12653 Telephone: 424-2222 Fax: 424-2227","Regina Qu'Appelle,Health Centre w/ Special Care Home",50.233333333333,-103.45,"YES","YES"
251,"Mont. St. Joseph Home Inc.",2014-10-16 12:49:00,"777 28th Street W., Prince Albert, SK, S6V 8C2","ID: 28136 Telehealth:  Rescode: 46122 Telephone: 953-4500 Fax: 953-4550","Prince Albert Parkland,Special Care Home",53.3,-105.76666666667,"YES","YES"
252,"Middle Lake Personal Care Home",2014-08-02 12:49:00,"101 Reginoanl Park Road, Middle Lake, SK, S0G 2X0","ID: 7293 Telehealth:  Rescode: 40050 Telephone: 367-2086 Fax: ","Saskatoon,Personal Care Home",52.49,-105.3,"YES","YES"
253,"Mercier's Country Care Home",2014-07-21 12:49:00,"SW 1/4-21-44-26-W2RM#431, Domremy, SK, S0K 1G0","ID: 1406 Telehealth:  Rescode: 43150 Telephone: 423-6279 Fax: ","Saskatoon,Personal Care Home",52.3700000000001,-105.733333333329,"YES","YES"
254,"Mennonite Nursing Home Inc.",2014-08-15 12:49:00,"Box 370, Highway 11 South, Rosthern, SK, S0K 3R0","ID: 29139 Telehealth:  Rescode: 40330 Telephone: 232-4861 Fax: 232-5611","Saskatoon,Special Care Home",52.6666666666669,-106.33333333333,"YES","YES"
255,"Melville Personal Care Home",2013-12-21 12:49:00,"Parcel G, Plan 62Y04751, Melville, SK, S0A 2P0","ID: 6386 Telehealth:  Rescode: 21421 Telephone: 728-5283 Fax: ","Sunrise,Personal Care Home",50.93,-102.8,"YES","YES"
256,"Melfort Hospital",2014-09-06 12:49:00,"Box 1480, 505 Broadway Avenue N., Melfort, SK, S0E 1A0","ID: 91 Telehealth: Yes Rescode: 42820 Telephone: 752-8700 Fax: 752-8711","Kelsey Trail,Hospital,District Hospital,Telehealth",52.87,-104.61666666667,"YES","YES"
257,"Meadow Green Care Home",2014-05-24 12:49:00,"234/236 Montreal Av South, Saskatoon, SK, S7M 3K8","ID: 5851 Telehealth:  Rescode: 34424 Telephone: 683-4600 Fax: ","Saskatoon,Personal Care Home",52.1459999999999,-106.63333333333,"YES","YES"
258,"May's Care Home",2014-08-06 12:49:00,"2042 - 99th Street, North Battleford, SK, S9A 0S4","ID: 957 Telehealth:  Rescode: 43721 Telephone: 445-7621 Fax: ","Prairie North,Personal Care Home",52.55,-108.28333333333,"YES","YES"
259,"Martha House Incorporated",2013-12-08 12:49:00,"1855 - 2nd Avenue North, Regina, SK, S4R 0Y1","ID: 5568 Telehealth:  Rescode: 15923 Telephone: 545-0509 Fax: ","Regina Qu'Appelle,Personal Care Home",50.8799999999999,-104.61666666667,"YES","YES"
260,"Marie's Personal Care Home",2013-12-07 12:49:00,"55 Forsyth Crescent, Regina, SK, S4R 5L8","ID: 4421 Telehealth:  Rescode: 15923 Telephone: 565-0491 Fax: ","Regina Qu'Appelle,Personal Care Home",50.8699999999999,-104.61666666667,"YES","YES"
261,"Maria's Personal Care Home",2014-05-23 12:49:00,"94/96 Gray Avenue, Saskatoon, SK, S7N 3Z2","ID: 3972 Telehealth:  Rescode: 34424 Telephone: 249-5634 Fax: ","Saskatoon,Personal Care Home",52.1449999999999,-106.63333333333,"YES","YES"
262,"Marg's Care Home Ltd.",2014-05-22 12:49:00,"310 Adilman Drive, Saskatoon, SK, S7K 7K5","ID: 1821 Telehealth:  Rescode: 34424 Telephone: 975-1189 Fax: ","Saskatoon,Personal Care Home",52.1439999999999,-106.63333333333,"YES","YES"
263,"Maranatha Manor",2014-09-05 12:49:00,"216 MacDonald Ave. E., Melfort, SK, S0E 1A0","ID: 4731 Telehealth:  Rescode: 42820 Telephone: 752-9773 Fax: ","Kelsey Trail,Personal Care Home",52.866666666667,-104.61666666667,"YES","YES"
264,"Maple Creek Hospital",2013-08-21 12:49:00,"Box 1330, Highway 21 S., Maple Creek, SK, S0N 1N0","ID: 88 Telehealth: Yes Rescode: 11130 Telephone: 662-2611 Fax: 662-3210","Cypress,Hospital,Community Hospital,Telehealth",49.9166666666669,-109.483333333329,"YES","YES"
265,"Manitou Lodge",2014-03-19 12:49:00,"Box 130, 404 1st Street E., Watrous, SK, S0K 4T0","ID: 16122 Telehealth:  Rescode: 31230 Telephone: 946-3718 Fax: 946-2296","Saskatoon,Special Care Home",51.66,-105.466666666669,"YES","YES"
266,"Manitou Health Centre",2014-09-01 12:49:00,"Box 190, Neilburg, SK, S0M 2C0","ID: 102 Telehealth:  Rescode: 44057 Telephone: 823-4262 Fax: 823-4590","Prairie North,Health Centre",52.833333333333,-109.63333333333,"YES","YES"
267,"Mainprize Manor & Health Centre",2013-07-14 12:49:00,"Box 239, 206 South Street, Midale, SK, S0C 1S0","ID: 93/8147 Telehealth: Yes Rescode: 3630 Telephone: 458-2300 Fax: 458-2778","Sun Country,Health Centre w/ Special Care Home,Telehealth",49.39,-103.4,"YES","YES"
268,"Maidstone Hospital",2014-09-20 12:49:00,"Box 160, Maidstone, SK, S0M 1M0","ID: 86 Telehealth: Yes Rescode: 47130 Telephone: 893-2622 Fax: 893-2922","Prairie North,Hospital,Community Hospital,Telehealth",53.13,-109.28333333333,"YES","YES"
269,"M Berta Personal Care Home",2013-12-06 12:49:00,"2905/2907 Pasqua Street, Regina, SK, S4S 0M6","ID: 5061 Telehealth:  Rescode: 15923 Telephone: 584-8841 Fax: ","Regina Qu'Appelle,Personal Care Home",50.8599999999999,-104.61666666667,"YES","YES"
270,"M & M Private Care Home",2014-05-21 12:49:00,"518/520 Russell Road, Saskatoon, SK, S7K 6L6","ID: 4111 Telehealth:  Rescode: 34424 Telephone: 242-6501 Fax: ","Saskatoon,Personal Care Home",52.1429999999999,-106.63333333333,"YES","YES"
271,"Lutheran Sunset Home",2014-05-20 12:49:00,"1212 Osler Street, Saskatoon, SK, S7N 0T9","ID: 45205 Telehealth:  Rescode: 34424 Telephone: 644-0300 Fax: 664-0311","Saskatoon,Special Care Home",52.1419999999999,-106.63333333333,"YES","YES"
272,"Luther Sunset Home of Saskatoon",2014-05-19 12:49:00,"1230 Temperance St, Saskatoon, SK, S7N 0N9","ID: 7056 Telehealth:  Rescode: 34424 Telephone: 935-2029 Fax: ","Saskatoon,Personal Care Home",52.1409999999999,-106.63333333333,"YES","YES"
273,"Lumsden & District Heritage Home Inc.",2013-11-05 12:49:00,"Box 479, Lumsden, SK, S0G 3C0","ID: 15217 Telehealth:  Rescode: 18930 Telephone: 731-2247 Fax: 731-3307","Regina Qu'Appelle,Special Care Home",50.6499999999999,-104.86666666667,"YES","YES"
274,"Lucky Lake Health Centre",2014-01-01 12:49:00,"Box 250, 1st Avenue, Lucky Lake, SK, S0L 1Z0","ID: 82 Telehealth:  Rescode: 22553 Telephone: 858-2116 Fax: 858-2312","Heartland,Health Centre w/ Special Care Home",50.983333333333,-107.13333333333,"YES","YES"
275,"Lucky Lake",2013-12-31 12:49:00,"Lucky Lake Health Centre, P.O. Box 250, Lucky Lake, SK, S0L 1Z0","ID: 14 Telehealth:  Rescode: 22553 Telephone: 867-9700 Fax: ","Heartland,Primary Health Centre",50.98,-107.13333333333,"YES","YES"
276,"Lorrdale Place",2014-10-10 12:49:00,"208 Centre Street, Codette, SK, S0E 0P0","ID: 3867 Telehealth:  Rescode: 48751 Telephone: 862-2579 Fax: ","Kelsey Trail,Personal Care Home",53.284,-104.03333333333,"YES","YES"
277,"Lorraine's Personal Care Home",2014-05-18 12:49:00,"402/404 Acadia Drive, Saskatoon, SK, S7H 3V7","ID: 5509 Telehealth:  Rescode: 34424 Telephone: 373-8074 Fax: ","Saskatoon,Personal Care Home",52.1399999999999,-106.63333333333,"YES","YES"
278,"Loon Lake Union Hospital & Special Care Home",2014-11-16 12:49:00,"Box 68, 510 2nd Avenue, Loon Lake, SK, S0M 1L0","ID: 81 Telehealth:  Rescode: 56158 Telephone: 837-2114 Fax: 837-2268","Prairie North,Hospital w/ Special Care Home,Community Hospital",54.034,-109.16666666667,"YES","YES"
279,"Loon Lake",2014-11-15 12:49:00,"Loon Lake Hospital and Special Care Home, P.O. Box 69, Loon Lake, SK, S0M 1L0","ID: 13 Telehealth:  Rescode: 56158 Telephone: 837-2066 Fax: ","Prairie North,Primary Health Centre",54.0333333333329,-109.16666666667,"YES","YES"
280,"Long Lake Valley Integrated Facility",2014-03-02 12:49:00,"Box 180, Imperial, SK, S0G 2J0","ID: 57 Telehealth:  Rescode: 25130 Telephone: 963-2210 Fax: 963-2518","Regina Qu'Appelle,Health Centre w/ Special Care Home",51.35,-105.43333333333,"YES","YES"
281,"Loewen's Personal Care Home",2014-10-15 12:49:00,"936 King Place, Prince Albert, SK, S6V 6K8","ID: 4588 Telehealth:  Rescode: 46122 Telephone: 764-9336 Fax: ","Prince Albert Parkland,Personal Care Home",53.29,-105.76666666667,"YES","YES"
282,"Loewen Residence",2013-12-04 12:49:00,"118 Wilkinson Crescent, Regina, SK, S4S 6N2","ID: 4618 Telehealth:  Rescode: 15923 Telephone: 586-0063 Fax: ","Regina Qu'Appelle,Personal Care Home",50.8499999999999,-104.61666666667,"YES","YES"
283,"Lloydminster Hospital",2014-10-14 12:49:00,"3820 43rd Ave., Lloydminster, SK, S9V 1Y5","ID: 80 Telehealth: Yes Rescode: 50229 Telephone: 820-6000 Fax: 825-6516","Prairie North,Hospital,Regional Hospital,Telehealth",53.288,-110,"YES","YES"
284,"Linda's Personal Care Home Inc.",2014-05-17 12:49:00,"315 Kenderdine Road, Saskatoon, SK, S7N 3S9","ID: 2224 Telehealth:  Rescode: 34424 Telephone: 249-3317 Fax: ","Saskatoon,Personal Care Home",52.1389999999999,-106.63333333333,"YES","YES"
285,"Leroy Community Health & Social Centre",2014-04-02 12:49:00,"Box 7, 211 1st Avenue N.E., Leroy, SK, S0K 2P0","ID: 683 Telehealth:  Rescode: 33930 Telephone: 286-3347 Fax: 286-3888","Saskatoon,Health Centre",52,-104.733333333329,"YES","YES"
286,"Lemberg Personal Care Home",2013-11-17 12:49:00,"345 Golling Street, Lemberg, SK, S0A 2B0","ID: 5460 Telehealth:  Rescode: 18530 Telephone: 335-2257 Fax: ","Regina Qu'Appelle,Personal Care Home",50.733333333333,-103.2,"YES","YES"
287,"Leader Hospital",2013-12-09 12:49:00,"Box 129, 423 Main Street E., Leader, SK, S0N 1H0","ID: 76 Telehealth: Yes Rescode: 23130 Telephone: 628-3845 Fax: 628-3320","Cypress,Hospital,Community Hospital,Telehealth",50.88,-109.55,"YES","YES"
288,"Last Mountain Pioneer Home Inc.",2014-01-14 12:49:00,"Box 549, 700 Prospect Avenue, Strasbourg, SK, S0G 4V0","ID: 43120 Telehealth:  Rescode: 22030 Telephone: 725-3342 Fax: 725-3404","Saskatoon,Special Care Home",51.06,-104.95,"YES","YES"
289,"Lanigan Hospital",2014-03-26 12:49:00,"Box 609, 36 Downing Drive E., Lanigan, SK, S0K 2M0","ID: 74 Telehealth:  Rescode: 31030 Telephone: 365-1400 Fax: 365-3354","Saskatoon,Hospital,Community Hospital",51.851,-105.03333333333,"YES","YES"
290,"Langham Senior Citizens Home",2014-07-20 12:49:00,"Box 287, Langham, SK, S0K 2L0","ID: 45126 Telehealth:  Rescode: 34430 Telephone: 283-4210 Fax: 283-4212","Saskatoon,Special Care Home",52.366666666667,-106.966666666669,"YES","YES"
291,"Langenburg Health Complex",2013-12-05 12:49:00,"Box 9, 200 Heritage Drive, Langenburg, SK, S0A 2A0","ID: 73/37123 Telehealth:  Rescode: 18130 Telephone: 743-2232 Fax: 743-5025","Sunrise,Health Centre w/ Special Care Home",50.85,-101.716666666669,"YES","YES"
292,"Lampman Community Health Centre",2013-07-13 12:49:00,"Box 100, 309 2nd Avenue E., Lampman, SK, S0C 1N0","ID: 72 Telehealth: Yes Rescode: 3430 Telephone: 487-2561 Fax: 487-3103","Sun Country,Health Centre w/ Special Care Home,Telehealth",49.3833333333329,-102.75,"YES","YES"
293,"Lakeview Pioneer Lodge Inc.",2014-08-13 12:49:00,"Box 544, 400 1st Street N., Wakaw, SK, S0K 4P0","ID: 30122 Telehealth:  Rescode: 40130 Telephone: 233-4621 Fax: 233-5225","Saskatoon,Special Care Home",52.6499999999999,-105.733333333329,"YES","YES"
294,"Lakeview Lodge",2014-12-10 12:49:00,"S.W. 27-21-14 W2M, Fort Qu'Appelle, SK, S0G 1S0","ID: 6769 Telehealth:  Rescode: 18730 Telephone: 332-2588 Fax: ","Regina Qu'Appelle,Personal Care Home",0,0,"NO","YES"
295,"Lakeside Manor Care Home Inc.",2014-01-07 12:49:00,"Box 340, 101 Crescent Lake Road, Saltcoats, SK, S0A 3R0","ID: 36139 Telehealth:  Rescode: 21331 Telephone: 744-2353 Fax: 744-2414","Sunrise,Special Care Home",51.03,-102.16666666667,"YES","YES"
296,"Lakeside Home",2013-09-20 12:49:00,"Box 10, 701 Ouimet St., Wolseley, SK, S0G 5H0","ID: 113141 Telehealth:  Rescode: 15530 Telephone: 698-2573 Fax: 698-2975","Regina Qu'Appelle,Special Care Home",50.4166666666669,-103.26666666667,"YES","YES"
