#,INCIDENT TITLE,LOCATION,DESCRIPTION,INCIDENT DATE,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
539,Emmaville,Emmaville,Emmaville,12-04-24 12:49,Prairie North,53.51,-109.13,YES,YES
540,Endeavour,Endeavour,Endeavour,12-04-24 12:49,Sunrise,52.16,-102.65,YES,YES
541,Enfin,Enfin,Enfin,12-04-24 12:49,Sunrise,51.16,-102.51,YES,YES
542,Englefeld,Englefeld,Englefeld,12-04-24 12:49,Saskatoon,52.16,-104.65,YES,YES
543,Enid,Enid,Enid,12-04-24 12:49,Regina Qu'Appelle,51.13,-103.95,YES,YES
544,Ens,Ens,Ens,12-04-24 12:49,Saskatoon,52.70,-105.71,YES,YES
545,Environ,Environ,Environ,12-04-24 12:49,Heartland,52.23,-107.31,YES,YES
546,Epping,Epping,Epping,12-04-24 12:49,Prairie North,53.08,-109.95,YES,YES
547,Erinferry,Erinferry,Erinferry,12-04-24 12:49,Prince Albert Parkland,53.65,-107.01,YES,YES
548,Ermine,Ermine,Ermine,12-04-24 12:49,Heartland,51.83,-109.00,YES,YES
549,Ernfold,Ernfold,Ernfold,12-04-24 12:49,Cypress,50.46,-106.88,YES,YES
550,Erwood,Erwood,Erwood,12-04-24 12:49,Kelsey Trail,52.85,-102.18,YES,YES
551,Esk,Esk,Esk,12-04-24 12:49,Saskatoon,51.81,-104.85,YES,YES
552,Eskbank,Eskbank,Eskbank,12-04-24 12:49,Five Hills,50.66,-106.15,YES,YES
553,Esme,Esme,Esme,12-04-24 12:49,Cypress,49.88,-107.13,YES,YES
554,Pelican Shores,Pelican Shores,Pelican Shores,12-04-24 12:49,Regina Qu'Appelle,50.55,-102.40,YES,YES
555,Esterhazy,Esterhazy,Esterhazy,12-04-24 12:49,Sunrise,50.65,-102.08,YES,YES
556,Estevan,Estevan,Estevan,12-04-24 12:49,Sun Country,49.13,-102.98,YES,YES
557,Estlin,Estlin,Estlin,12-04-24 12:49,Regina Qu'Appelle,50.25,-104.53,YES,YES
558,Eston,Eston,Eston,12-04-24 12:49,Heartland,51.15,-108.75,YES,YES
559,Estuary,Estuary,Estuary,12-04-24 12:49,Cypress,50.93,-109.81,YES,YES
560,Ethelton,Ethelton,Ethelton,12-04-24 12:49,Kelsey Trail,52.78,-104.93,YES,YES
561,Etomami,Etomami,Etomami,12-04-24 12:49,Kelsey Trail,52.73,-102.31,YES,YES
562,Etters Beach,Etters Beach,Etters Beach,12-04-24 12:49,Regina Qu'Appelle,51.23,-105.30,YES,YES
563,Ettington,Ettington,Ettington,12-04-24 12:49,Five Hills,49.86,-106.08,YES,YES
564,Evergreen Acres,Evergreen Acres,Evergreen Acres,12-04-24 12:49,Prairie North,53.51,-108.65,YES,YES
565,Evesham,Evesham,Evesham,12-04-24 12:49,Heartland,52.40,-109.85,YES,YES
566,Expanse,Expanse,Expanse,12-04-24 12:49,Five Hills,49.98,-105.85,YES,YES
567,Eyebrow,Eyebrow,Eyebrow,12-04-24 12:49,Five Hills,50.80,-106.15,YES,YES
568,Eyre,Eyre,Eyre,12-04-24 12:49,Heartland,51.26,-109.81,YES,YES
569,Fairholme,Fairholme,Fairholme,12-04-24 12:49,Prairie North,53.43,-108.53,YES,YES
570,Fairlight,Fairlight,Fairlight,12-04-24 12:49,Sun Country,49.88,-101.68,YES,YES
571,Fairmount,Fairmount,Fairmount,12-04-24 12:49,Heartland,51.41,-109.30,YES,YES
572,Fairy Glen,Fairy Glen,Fairy Glen,12-04-24 12:49,Kelsey Trail,53.05,-104.55,YES,YES
573,Fairy Hill,Fairy Hill,Fairy Hill,12-04-24 12:49,Regina Qu'Appelle,50.81,-104.56,YES,YES
574,Falcon,Falcon,Falcon,12-04-24 12:49,Regina Qu'Appelle,50.41,-103.18,YES,YES
575,Farley,Farley,Farley,12-04-24 12:49,Saskatoon,52.11,-106.81,YES,YES
576,Farmingdale,Farmingdale,Farmingdale,12-04-24 12:49,Kelsey Trail,52.35,-103.46,YES,YES
577,Farrerdale,Farrerdale,Farrerdale,12-04-24 12:49,Heartland,51.50,-105.85,YES,YES
578,Fauna,Fauna,Fauna,12-04-24 12:49,Cypress,50.38,-107.50,YES,YES
579,Fenton,Fenton,Fenton,12-04-24 12:49,Prince Albert Parkland,53.01,-105.58,YES,YES
580,Fenwood,Fenwood,Fenwood,12-04-24 12:49,Sunrise,51.01,-103.05,YES,YES
581,Ferland,Ferland,Ferland,12-04-24 12:49,Cypress,49.45,-106.95,YES,YES
582,Fertile,Fertile,Fertile,12-04-24 12:49,Sun Country,49.38,-101.45,YES,YES
583,Feudal,Feudal,Feudal,12-04-24 12:49,Heartland,51.88,-107.60,YES,YES
584,Fielding,Fielding,Fielding,12-04-24 12:49,Saskatoon,52.51,-107.53,YES,YES
585,Fife Lake,Fife Lake,Fife Lake,12-04-24 12:49,Sun Country,49.20,-105.73,YES,YES
586,Fillmore,Fillmore,Fillmore,12-04-24 12:49,Sun Country,49.88,-103.43,YES,YES
587,Findlater,Findlater,Findlater,12-04-24 12:49,Regina Qu'Appelle,50.78,-105.40,YES,YES
588,Finnie,Finnie,Finnie,12-04-24 12:49,Regina Qu'Appelle,50.85,-103.20,YES,YES
589,Fir Mountain,Fir Mountain,Fir Mountain,12-04-24 12:49,Five Hills,49.46,-106.53,YES,YES
590,Fir Ridge,Fir Ridge,Fir Ridge,12-04-24 12:49,Prince Albert Parkland,53.18,-105.41,YES,YES
591,Fish Creek,Fish Creek,Fish Creek,12-04-24 12:49,Saskatoon,52.61,-106.15,YES,YES
592,Fisher,Fisher,Fisher,12-04-24 12:49,Prince Albert Parkland,53.03,-105.45,YES,YES
593,Fishing Lake,Fishing Lake,Fishing Lake,12-04-24 12:49,Sunrise,51.81,-103.60,YES,YES
594,Fiske,Fiske,Fiske,12-04-24 12:49,Heartland,51.48,-108.40,YES,YES
595,Fitzmaurice,Fitzmaurice,Fitzmaurice,12-04-24 12:49,Sunrise,51.33,-103.11,YES,YES
596,Flat Valley,Flat Valley,Flat Valley,12-04-24 12:49,Prairie North,54.30,-109.23,YES,YES
597,Flaxcombe,Flaxcombe,Flaxcombe,12-04-24 12:49,Heartland,51.48,-109.60,YES,YES
598,Fleming,Fleming,Fleming,12-04-24 12:49,Regina Qu'Appelle,50.06,-101.51,YES,YES
599,Flett Springs,Flett Springs,Flett Springs,12-04-24 12:49,Kelsey Trail,52.78,-104.85,YES,YES
600,Flin Flon,Flin Flon,Flin Flon,12-04-24 12:49,Mamawetan Churchill River,54.75,-101.86,YES,YES
601,Flintoft,Flintoft,Flintoft,12-04-24 12:49,Five Hills,49.46,-106.35,YES,YES
602,Floral,Floral,Floral,12-04-24 12:49,Saskatoon,52.06,-106.46,YES,YES
603,Flowing Well,Flowing Well,Flowing Well,12-04-24 12:49,Cypress,50.25,-106.96,YES,YES
604,Foam Lake,Foam Lake,Foam Lake,12-04-24 12:49,Sunrise,51.65,-103.53,YES,YES
605,Foeda,Foeda,Foeda,12-04-24 12:49,Sun Country,49.15,-102.81,YES,YES
606,Fond du Lac,Fond du Lac,Fond du Lac,12-04-24 12:49,Athabasca Health Authority,59.31,-107.20,YES,YES
607,Fonehill,Fonehill,Fonehill,12-04-24 12:49,Sunrise,51.21,-102.68,YES,YES
608,Forest Bank,Forest Bank,Forest Bank,12-04-24 12:49,Prairie North,53.21,-109.43,YES,YES
609,Forest Farm,Forest Farm,Forest Farm,12-04-24 12:49,Regina Qu'Appelle,50.43,-102.11,YES,YES
610,Forest Gate,Forest Gate,Forest Gate,12-04-24 12:49,Prince Albert Parkland,53.60,-105.61,YES,YES
611,Forgan,Forgan,Forgan,12-04-24 12:49,Heartland,51.26,-107.80,YES,YES
612,Forget,Forget,Forget,12-04-24 12:49,Sun Country,49.65,-102.86,YES,YES
613,Forslund,Forslund,Forslund,12-04-24 12:49,Saskatoon,51.91,-105.85,YES,YES
614,Fort Black,Fort Black,Fort Black,12-04-24 12:49,Keewatin YatthT,55.41,-107.80,YES,YES
615,Fort Pelly,Fort Pelly,Fort Pelly,12-04-24 12:49,Sunrise,51.76,-102.00,YES,YES
616,Fort Pitt,Fort Pitt,Fort Pitt,12-04-24 12:49,Prairie North,53.65,-109.75,YES,YES
617,Fort Qu'Appelle,Fort Qu'Appelle,Fort Qu'Appelle,12-04-24 12:49,Regina Qu'Appelle,50.76,-103.80,YES,YES
618,Fort San,Fort San,Fort San,12-04-24 12:49,Regina Qu'Appelle,50.80,-103.81,YES,YES
619,Fort Walsh,Fort Walsh,Fort Walsh,12-04-24 12:49,Cypress,49.56,-109.88,YES,YES
620,Fortune,Fortune,Fortune,12-04-24 12:49,Heartland,51.55,-107.88,YES,YES
621,Forward,Forward,Forward,12-04-24 12:49,Sun Country,49.63,-104.46,YES,YES
622,Fosston,Fosston,Fosston,12-04-24 12:49,Kelsey Trail,52.20,-103.81,YES,YES
623,Fosterton,Fosterton,Fosterton,12-04-24 12:49,Cypress,50.48,-108.38,YES,YES
624,Four Corners,Four Corners,Four Corners,12-04-24 12:49,Prairie North,54.18,-108.63,YES,YES
625,Fox Hills,Fox Hills,Fox Hills,12-04-24 12:49,Regina Qu'Appelle,51.05,-104.13,YES,YES
626,Fox Valley,Fox Valley,Fox Valley,12-04-24 12:49,Cypress,50.46,-109.48,YES,YES
627,Foxdale,Foxdale,Foxdale,12-04-24 12:49,Prince Albert Parkland,53.41,-106.31,YES,YES
628,Foxford,Foxford,Foxford,12-04-24 12:49,Prince Albert Parkland,53.46,-105.11,YES,YES
629,Francis,Francis,Francis,12-04-24 12:49,Regina Qu'Appelle,50.10,-103.86,YES,YES
630,Frankslake,Frankslake,Frankslake,12-04-24 12:49,Regina Qu'Appelle,50.60,-104.36,YES,YES
631,Freemont,Freemont,Freemont,12-04-24 12:49,Prairie North,52.83,-109.50,YES,YES
632,Fremantle,Fremantle,Fremantle,12-04-24 12:49,Sun Country,49.63,-102.38,YES,YES
633,Frenchman Butte,Frenchman Butte,Frenchman Butte,12-04-24 12:49,Prairie North,53.58,-109.63,YES,YES
634,Frenchville,Frenchville,Frenchville,12-04-24 12:49,Cypress,49.55,-107.91,YES,YES
635,Frobisher,Frobisher,Frobisher,12-04-24 12:49,Sun Country,49.20,-102.43,YES,YES
636,Frontier,Frontier,Frontier,12-04-24 12:49,Cypress,49.20,-108.56,YES,YES
637,Froude,Froude,Froude,12-04-24 12:49,Sun Country,49.68,-103.28,YES,YES
638,Frys,Frys,Frys,12-04-24 12:49,Sun Country,49.56,-101.58,YES,YES
639,Fulda,Fulda,Fulda,12-04-24 12:49,Saskatoon,52.35,-105.21,YES,YES
640,Furdale,Furdale,Furdale,12-04-24 12:49,Saskatoon,52.08,-106.68,YES,YES
641,Furness,Furness,Furness,12-04-24 12:49,Prairie North,53.11,-109.96,YES,YES
642,Fusilier,Fusilier,Fusilier,12-04-24 12:49,Heartland,51.85,-109.76,YES,YES
643,Gaines,Gaines,Gaines,12-04-24 12:49,Heartland,51.41,-107.68,YES,YES
644,Gainsborough,Gainsborough,Gainsborough,12-04-24 12:49,Sun Country,49.16,-101.45,YES,YES
645,Galilee,Galilee,Galilee,12-04-24 12:49,Five Hills,49.93,-105.53,YES,YES
646,Gallivan,Gallivan,Gallivan,12-04-24 12:49,Prairie North,52.75,-108.83,YES,YES
647,Gapview,Gapview,Gapview,12-04-24 12:49,Sun Country,49.80,-102.83,YES,YES
648,Garden Head,Garden Head,Garden Head,12-04-24 12:49,Cypress,49.80,-108.63,YES,YES
649,Garrick,Garrick,Garrick,12-04-24 12:49,Kelsey Trail,53.48,-104.33,YES,YES
650,Garson Lake,Garson Lake,Garson Lake,12-04-24 12:49,Keewatin YatthT,56.31,-109.96,YES,YES
651,Garthland,Garthland,Garthland,12-04-24 12:49,Saskatoon,52.98,-106.33,YES,YES
652,Garwood,Garwood,Garwood,12-04-24 12:49,Sun Country,49.61,-103.78,YES,YES
653,Gascoigne,Gascoigne,Gascoigne,12-04-24 12:49,Cypress,50.73,-109.78,YES,YES
654,Gerald,Gerald,Gerald,12-04-24 12:49,Sunrise,50.66,-101.80,YES,YES
655,Gergovia,Gergovia,Gergovia,12-04-24 12:49,Cypress,49.18,-107.41,YES,YES
656,Gibbs,Gibbs,Gibbs,12-04-24 12:49,Regina Qu'Appelle,50.90,-104.86,YES,YES
657,Gillespie,Gillespie,Gillespie,12-04-24 12:49,Regina Qu'Appelle,50.81,-103.40,YES,YES
658,Gilroy,Gilroy,Gilroy,12-04-24 12:49,Five Hills,50.90,-106.73,YES,YES
659,Girvin,Girvin,Girvin,12-04-24 12:49,Heartland,51.15,-105.91,YES,YES
660,Gladmar,Gladmar,Gladmar,12-04-24 12:49,Sun Country,49.16,-104.45,YES,YES
661,Glamis,Glamis,Glamis,12-04-24 12:49,Heartland,51.38,-107.83,YES,YES
662,Glaslyn,Glaslyn,Glaslyn,12-04-24 12:49,Prairie North,53.36,-108.35,YES,YES
663,Glasnevin,Glasnevin,Glasnevin,12-04-24 12:49,Sun Country,49.55,-105.05,YES,YES
664,Gledhow,Gledhow,Gledhow,12-04-24 12:49,Saskatoon,51.78,-106.83,YES,YES
665,Glen Ewen,Glen Ewen,Glen Ewen,12-04-24 12:49,Sun Country,49.20,-102.01,YES,YES
666,Glen Harbour,Glen Harbour,Glen Harbour,12-04-24 12:49,Regina Qu'Appelle,50.88,-105.10,YES,YES
667,Glen Kerr,Glen Kerr,Glen Kerr,12-04-24 12:49,Cypress,50.60,-107.01,YES,YES
668,Glen McPherson,Glen McPherson,Glen McPherson,12-04-24 12:49,Cypress,49.43,-107.46,YES,YES
669,Glen Payne,Glen Payne,Glen Payne,12-04-24 12:49,Heartland,51.50,-108.01,YES,YES
670,Glenavon,Glenavon,Glenavon,12-04-24 12:49,Sun Country,50.20,-103.13,YES,YES
671,Glenbain,Glenbain,Glenbain,12-04-24 12:49,Five Hills,49.85,-107.01,YES,YES
672,Glenbogie,Glenbogie,Glenbogie,12-04-24 12:49,Prairie North,53.68,-109.31,YES,YES
673,Glenbrea,Glenbrea,Glenbrea,12-04-24 12:49,Regina Qu'Appelle,50.70,-104.73,YES,YES
674,Glenbush,Glenbush,Glenbush,12-04-24 12:49,Prince Albert Parkland,53.25,-108.00,YES,YES
675,Glenellen,Glenellen,Glenellen,12-04-24 12:49,Heartland,51.81,-108.26,YES,YES
676,Glenside,Glenside,Glenside,12-04-24 12:49,Heartland,51.45,-106.80,YES,YES
677,Glentworth,Glentworth,Glentworth,12-04-24 12:49,Five Hills,49.43,-106.68,YES,YES
678,Glidden,Glidden,Glidden,12-04-24 12:49,Heartland,51.23,-109.16,YES,YES
679,Golburn,Golburn,Golburn,12-04-24 12:49,Kelsey Trail,52.76,-104.01,YES,YES
680,Golden Prairie,Golden Prairie,Golden Prairie,12-04-24 12:49,Cypress,50.21,-109.63,YES,YES
681,Golden Ridge,Golden Ridge,Golden Ridge,12-04-24 12:49,Prairie North,54.33,-109.10,YES,YES
682,Goldenvale,Goldenvale,Goldenvale,12-04-24 12:49,Sunrise,51.58,-102.90,YES,YES
683,Goldfields,Goldfields,Goldfields,12-04-24 12:49,Athabasca Health Authority,59.46,-108.48,YES,YES
684,Goodeve,Goodeve,Goodeve,12-04-24 12:49,Sunrise,51.06,-103.18,YES,YES
685,Goodsoil,Goodsoil,Goodsoil,12-04-24 12:49,Prairie North,54.40,-109.21,YES,YES
686,Goodwater,Goodwater,Goodwater,12-04-24 12:49,Sun Country,49.40,-103.70,YES,YES
687,Gorlitz,Gorlitz,Gorlitz,12-04-24 12:49,Sunrise,51.46,-102.45,YES,YES
688,Goudie,Goudie,Goudie,12-04-24 12:49,Sunrise,51.65,-103.31,YES,YES
689,Gouldtown,Gouldtown,Gouldtown,12-04-24 12:49,Cypress,50.61,-107.21,YES,YES
690,Gouverneur,Gouverneur,Gouverneur,12-04-24 12:49,Cypress,49.75,-107.61,YES,YES
691,Govan,Govan,Govan,12-04-24 12:49,Saskatoon,51.30,-105.00,YES,YES
692,Govenlock,Govenlock,Govenlock,12-04-24 12:49,Cypress,49.23,-109.81,YES,YES
693,Grainland,Grainland,Grainland,12-04-24 12:49,Five Hills,50.98,-106.55,YES,YES
694,Grand Coulee,Grand Coulee,Grand Coulee,12-04-24 12:49,Regina Qu'Appelle,50.43,-104.81,YES,YES
695,Grandora,Grandora,Grandora,12-04-24 12:49,Saskatoon,52.11,-106.98,YES,YES
696,Grandview Beach,Grandview Beach,Grandview Beach,12-04-24 12:49,Regina Qu'Appelle,50.86,-105.10,YES,YES
697,Grant,Grant,Grant,12-04-24 12:49,Cypress,50.51,-108.45,YES,YES
698,Grassdale,Grassdale,Grassdale,12-04-24 12:49,Sun Country,49.58,-104.00,YES,YES
699,Grasswood,Grasswood,Grasswood,12-04-24 12:49,Saskatoon,52.05,-106.65,YES,YES
700,Gravelbourg,Gravelbourg,Gravelbourg,12-04-24 12:49,Five Hills,49.88,-106.55,YES,YES
701,Gravelbourg Junction,Gravelbourg Junction,Gravelbourg Junction,12-04-24 12:49,Five Hills,50.03,-105.08,YES,YES
702,Gray,Gray,Gray,12-04-24 12:49,Regina Qu'Appelle,50.16,-104.43,YES,YES
703,Grayburn,Grayburn,Grayburn,12-04-24 12:49,Five Hills,50.53,-105.83,YES,YES
704,Grayson,Grayson,Grayson,12-04-24 12:49,Sunrise,50.71,-102.65,YES,YES
705,Great Deer,Great Deer,Great Deer,12-04-24 12:49,Saskatoon,52.58,-107.05,YES,YES
706,Green Canyon,Green Canyon,Green Canyon,12-04-24 12:49,Prince Albert Parkland,52.96,-107.65,YES,YES
707,Green Lake,Green Lake,Green Lake,12-04-24 12:49,Keewatin YatthT,54.28,-107.78,YES,YES
708,Greenan,Greenan,Greenan,12-04-24 12:49,Heartland,51.20,-108.31,YES,YES
709,Greenbrier,Greenbrier,Greenbrier,12-04-24 12:49,Heartland,50.93,-107.03,YES,YES
710,Greenbush,Greenbush,Greenbush,12-04-24 12:49,Kelsey Trail,52.85,-102.70,YES,YES
711,Greene,Greene,Greene,12-04-24 12:49,Heartland,51.61,-109.86,YES,YES
712,Greenfeld,Greenfeld,Greenfeld,12-04-24 12:49,Saskatoon,52.43,-106.63,YES,YES
713,Greenstreet,Greenstreet,Greenstreet,12-04-24 12:49,Prairie North,53.46,-109.81,YES,YES
714,Greenwater Lake,Greenwater Lake,Greenwater Lake,12-04-24 12:49,Kelsey Trail,52.53,-103.50,YES,YES
715,Gregherd,Gregherd,Gregherd,12-04-24 12:49,Regina Qu'Appelle,51.08,-104.50,YES,YES
716,Greig Beach,Greig Beach,Greig Beach,12-04-24 12:49,Prairie North,54.45,-108.68,YES,YES
717,Greig Lake,Greig Lake,Greig Lake,12-04-24 12:49,Prairie North,54.43,-108.70,YES,YES
718,Grenfell,Grenfell,Grenfell,12-04-24 12:49,Regina Qu'Appelle,50.41,-102.93,YES,YES
719,Grenfell Beach,Grenfell Beach,Grenfell Beach,12-04-24 12:49,Regina Qu'Appelle,50.60,-102.76,YES,YES
720,Griffin,Griffin,Griffin,12-04-24 12:49,Sun Country,49.66,-103.43,YES,YES
721,Gronlid,Gronlid,Gronlid,12-04-24 12:49,Kelsey Trail,53.10,-104.46,YES,YES
722,Grosswerder,Grosswerder,Grosswerder,12-04-24 12:49,Heartland,52.16,-109.76,YES,YES
723,Grove Park,Grove Park,Grove Park,12-04-24 12:49,Regina Qu'Appelle,50.53,-102.05,YES,YES
724,Gruenthal,Gruenthal,Gruenthal,12-04-24 12:49,Saskatoon,52.46,-106.51,YES,YES
725,Guernsey,Guernsey,Guernsey,12-04-24 12:49,Saskatoon,51.88,-105.18,YES,YES
726,Guises Beach,Guises Beach,Guises Beach,12-04-24 12:49,Prince Albert Parkland,53.58,-105.90,YES,YES
727,Gull Lake,Gull Lake,Gull Lake,12-04-24 12:49,Cypress,50.10,-108.48,YES,YES
728,Gunnar,Gunnar,Gunnar,12-04-24 12:49,Athabasca Health Authority,59.38,-108.88,YES,YES
729,Gunnworth,Gunnworth,Gunnworth,12-04-24 12:49,Heartland,51.33,-108.15,YES,YES
730,Gye,Gye,Gye,12-04-24 12:49,Five Hills,49.35,-105.53,YES,YES
731,Hafford,Hafford,Hafford,12-04-24 12:49,Prince Albert Parkland,52.71,-107.35,YES,YES
732,Hagen,Hagen,Hagen,12-04-24 12:49,Prince Albert Parkland,52.93,-105.55,YES,YES
733,Hague,Hague,Hague,12-04-24 12:49,Saskatoon,52.50,-106.41,YES,YES
734,Hailsham,Hailsham,Hailsham,12-04-24 12:49,Prince Albert Parkland,53.53,-107.18,YES,YES
735,Hak,Hak,Hak,12-04-24 12:49,Cypress,50.10,-107.71,YES,YES
736,Halbrite,Halbrite,Halbrite,12-04-24 12:49,Sun Country,49.50,-103.55,YES,YES
737,Halkett,Halkett,Halkett,12-04-24 12:49,Sun Country,49.18,-103.05,YES,YES
738,Hallam,Hallam,Hallam,12-04-24 12:49,Heartland,52.30,-109.90,YES,YES
739,Hallonquist,Hallonquist,Hallonquist,12-04-24 12:49,Cypress,50.11,-107.25,YES,YES
740,Halvorgate,Halvorgate,Halvorgate,12-04-24 12:49,Five Hills,50.63,-106.70,YES,YES
741,Hamlin,Hamlin,Hamlin,12-04-24 12:49,Prairie North,52.86,-108.31,YES,YES
742,Hamton,Hamton,Hamton,12-04-24 12:49,Sunrise,51.43,-102.33,YES,YES
743,Handel,Handel,Handel,12-04-24 12:49,Heartland,52.06,-108.70,YES,YES
744,Handsworth,Handsworth,Handsworth,12-04-24 12:49,Sun Country,49.85,-102.95,YES,YES
745,Hanley,Hanley,Hanley,12-04-24 12:49,Saskatoon,51.63,-106.43,YES,YES
746,Hardene,Hardene,Hardene,12-04-24 12:49,Heartland,51.33,-109.91,YES,YES
747,Hardy,Hardy,Hardy,12-04-24 12:49,Sun Country,49.48,-104.73,YES,YES
748,Harlan,Harlan,Harlan,12-04-24 12:49,Prairie North,53.60,-109.91,YES,YES
749,Harptree,Harptree,Harptree,12-04-24 12:49,Sun Country,49.31,-105.41,YES,YES
750,Harris,Harris,Harris,12-04-24 12:49,Heartland,51.73,-107.58,YES,YES
751,Hart,Hart,Hart,12-04-24 12:49,Sun Country,49.18,-105.60,YES,YES
752,Hartwell,Hartwell,Hartwell,12-04-24 12:49,Prairie North,53.45,-108.90,YES,YES
753,Hassan,Hassan,Hassan,12-04-24 12:49,Sunrise,51.88,-102.48,YES,YES
754,Hatfield,Hatfield,Hatfield,12-04-24 12:49,Saskatoon,51.43,-105.01,YES,YES
755,Hatherleigh,Hatherleigh,Hatherleigh,12-04-24 12:49,Prince Albert Parkland,53.01,-108.03,YES,YES
756,Hatton,Hatton,Hatton,12-04-24 12:49,Cypress,50.05,-109.83,YES,YES
757,Haultain,Haultain,Haultain,12-04-24 12:49,Saskatoon,51.96,-106.56,YES,YES
758,Hawarden,Hawarden,Hawarden,12-04-24 12:49,Heartland,51.41,-106.60,YES,YES
759,Hawker,Hawker,Hawker,12-04-24 12:49,Saskatoon,52.08,-106.81,YES,YES
760,Hawkeye,Hawkeye,Hawkeye,12-04-24 12:49,Prince Albert Parkland,53.30,-106.95,YES,YES
761,Hawoods,Hawoods,Hawoods,12-04-24 12:49,Saskatoon,52.11,-107.10,YES,YES
762,Hazel Cliffe,Hazel Cliffe,Hazel Cliffe,12-04-24 12:49,Sunrise,50.56,-101.96,YES,YES
763,Hazel Dell,Hazel Dell,Hazel Dell,12-04-24 12:49,Sunrise,51.98,-102.98,YES,YES
764,Hazelwood,Hazelwood,Hazelwood,12-04-24 12:49,Sun Country,49.93,-102.53,YES,YES
765,Hazenmore,Hazenmore,Hazenmore,12-04-24 12:49,Five Hills,49.70,-107.13,YES,YES
766,Hazlet,Hazlet,Hazlet,12-04-24 12:49,Cypress,50.40,-108.60,YES,YES
767,Hearne,Hearne,Hearne,12-04-24 12:49,Five Hills,50.10,-105.13,YES,YES
768,Hearts Hill,Hearts Hill,Hearts Hill,12-04-24 12:49,Heartland,52.15,-109.66,YES,YES
769,Helena Lake,Helena Lake,Helena Lake,12-04-24 12:49,Prairie North,53.50,-108.25,YES,YES
770,Hendersons Beach,Hendersons Beach,Hendersons Beach,12-04-24 12:49,Regina Qu'Appelle,51.16,-105.31,YES,YES
771,Hendon,Hendon,Hendon,12-04-24 12:49,Saskatoon,52.08,-103.83,YES,YES
772,Henribourg,Henribourg,Henribourg,12-04-24 12:49,Prince Albert Parkland,53.40,-105.61,YES,YES
773,Hepburn,Hepburn,Hepburn,12-04-24 12:49,Saskatoon,52.51,-106.73,YES,YES
774,Herbert,Herbert,Herbert,12-04-24 12:49,Cypress,50.43,-107.21,YES,YES
775,Herschel,Herschel,Herschel,12-04-24 12:49,Heartland,51.63,-108.35,YES,YES
776,Herzel,Herzel,Herzel,12-04-24 12:49,Regina Qu'Appelle,51.01,-103.68,YES,YES
777,Heward,Heward,Heward,12-04-24 12:49,Sun Country,49.73,-103.15,YES,YES
778,Hewitt Landing,Hewitt Landing,Hewitt Landing,12-04-24 12:49,Prairie North,53.55,-109.88,YES,YES
779,High Hill,High Hill,High Hill,12-04-24 12:49,Kelsey Trail,52.28,-103.38,YES,YES
780,High Point,High Point,High Point,12-04-24 12:49,Heartland,50.98,-107.93,YES,YES
781,High Tor,High Tor,High Tor,12-04-24 12:49,Kelsey Trail,52.46,-103.30,YES,YES
782,Highgate,Highgate,Highgate,12-04-24 12:49,Prairie North,52.86,-108.41,YES,YES
783,Hillandale,Hillandale,Hillandale,12-04-24 12:49,Cypress,49.36,-107.68,YES,YES
784,Hillmond,Hillmond,Hillmond,12-04-24 12:49,Prairie North,53.43,-109.70,YES,YES
785,Hillside,Hillside,Hillside,12-04-24 12:49,Prince Albert Parkland,53.06,-108.06,YES,YES
786,Hinchliffe,Hinchliffe,Hinchliffe,12-04-24 12:49,Sunrise,52.06,-102.65,YES,YES
787,Hirsch,Hirsch,Hirsch,12-04-24 12:49,Sun Country,49.18,-102.60,YES,YES
788,Hitchcock,Hitchcock,Hitchcock,12-04-24 12:49,Sun Country,49.23,-103.11,YES,YES
789,Hitchcock Bay,Hitchcock Bay,Hitchcock Bay,12-04-24 12:49,Heartland,51.05,-106.86,YES,YES
790,Hochstadt,Hochstadt,Hochstadt,12-04-24 12:49,Saskatoon,52.46,-106.48,YES,YES
791,Hodgeville,Hodgeville,Hodgeville,12-04-24 12:49,Cypress,50.11,-106.96,YES,YES
792,Hoey,Hoey,Hoey,12-04-24 12:49,Prince Albert Parkland,52.86,-105.80,YES,YES
793,Hoffer,Hoffer,Hoffer,12-04-24 12:49,Sun Country,49.11,-103.86,YES,YES
794,Holbein,Holbein,Holbein,12-04-24 12:49,Prince Albert Parkland,53.23,-106.20,YES,YES
795,Holdfast,Holdfast,Holdfast,12-04-24 12:49,Regina Qu'Appelle,50.96,-105.41,YES,YES
796,Holloway,Holloway,Holloway,12-04-24 12:49,Sun Country,49.43,-103.50,YES,YES
797,Homefield,Homefield,Homefield,12-04-24 12:49,Sunrise,51.21,-103.21,YES,YES
798,Honeymoon,Honeymoon,Honeymoon,12-04-24 12:49,Prince Albert Parkland,53.31,-105.53,YES,YES
799,Hood,Hood,Hood,12-04-24 12:49,Heartland,51.78,-108.71,YES,YES
800,Hoosier,Hoosier,Hoosier,12-04-24 12:49,Heartland,51.63,-109.73,YES,YES
801,Horizon,Horizon,Horizon,12-04-24 12:49,Sun Country,49.51,-105.21,YES,YES
802,Horse Creek,Horse Creek,Horse Creek,12-04-24 12:49,Cypress,49.25,-106.90,YES,YES
803,Horse Head,Horse Head,Horse Head,12-04-24 12:49,Prairie North,53.90,-108.86,YES,YES
804,Horsehoe Bay,Horsehoe Bay,Horsehoe Bay,12-04-24 12:49,Prairie North,53.61,-108.63,YES,YES
