"#","INCIDENT TITLE","INCIDENT DATE","LOCATION","DESCRIPTION","CATEGORY","LATITUDE","LONGITUDE","APPROVED","VERIFIED"
209,"Parkway Lodge",2012-05-23 12:49:00,"420 - 8th Avenue SE, Weyburn, SK, S4H 2K3","ID: 4952 Rescode: 6726 Telephone: 842-7868 Fax: ","Sun Country,Personal Care Home,",49.6666666666669,-103.849999999999,"YES","YES"
210,"Parkview Lodge",2012-10-18 12:49:00,"2915 Pasqua Street, Regina, SK, S4S 2H4","ID: 4375 Rescode: 15923 Telephone: 586-3380 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
211,"Parkridge Centre",2013-01-26 12:49:00,"110 Gropper Avenue, Saskatoon, SK, S7M 5N9","ID: 45320 Rescode: 34424 Telephone: 655-3800 Fax: 655-3801","Saskatoon,Special Care Home,",52.116666666667,-106.63333333333,"YES","YES"
212,"Parkland Terrace",2013-07-18 12:49:00,"Box 670, Shellbrook, SK, S0J 2E0","ID: 27115 Rescode: 49330 Telephone: 747-4290 Fax: 747-3586","Prince Albert Parkland,Special Care Home,",53.216666666667,-106.4,"YES","YES"
213,"Parkland Place Care Centre",2013-06-15 12:49:00,"Box 2260, 402 Bermister Avenue E., Melfort, SK, S0E 1A0","ID: 32146 Rescode: 42820 Telephone: 752-2767 Fax: 752-2600","Kelsey Trail,Special Care Home,",52.866666666667,-104.61666666667,"YES","YES"
214,"Paradise Hill Health Centre",2013-08-30 12:49:00,"Box 179, Paradise Hill, SK, S0M 2G0","ID: 114 Rescode: 50152 Telephone: 344-2255 Fax: 344-2277","Prairie North,Health Centre,",53.5333333333329,-109.63333333333,"YES","YES"
215,"Pangman Health Centre",2012-04-29 12:49:00,"Box 90, 211 Keeler Street, Pangman, SK, S0C 2C0","ID: 113 Rescode: 6953 Telephone: 442-2044 Fax: 442-4227","Sun Country,Health Centre,",49.6499999999999,-104.66666666667,"YES","YES"
216,"Oxford Place Inc.",2012-06-20 12:49:00,"1007 Main Street North, Moose Jaw, SK, S6H 0X1","ID: 159 Rescode: 16120 Telephone: 692-2837 Fax: ","Five Hills,Personal Care Home,",50.3999999999999,-105.53333333333,"YES","YES"
217,"Outlook Personal Care Home",2013-05-27 12:49:00,"18/19 Carter Crescent, Outlook, SK, S0L 2N0","ID: 3573 Rescode: 28430 Telephone: 867-8140 Fax: ","Heartland,Personal Care Home,",51.5,-107.05,"YES","YES"
218,"Outlook & District Pioneer Home",2013-05-19 12:49:00,"Box 369, 500 Semple St., Outlook, SK, S0L 2N0","ID: 17116 Rescode: 28430 Telephone: 867-8835 Fax: 867-8870","Heartland,Special Care Home,",51.5,-107.05,"YES","YES"
219,"Outlook & District Health Centre",2013-05-03 12:49:00,"Box 309, 500 Semple Street, Outlook, SK, S0L 2N0","ID: 110 Rescode: 28430 Telephone: 867-8676 Fax: 867-9449","Heartland,Hospital,Community Hospital",51.5,-107.05,"YES","YES"
220,"Oliver Lodge",2013-01-25 12:49:00,"1405 Faulkner Crescent, Saskatoon, SK, S7L 3R5","ID: 45232 Rescode: 34424 Telephone: 382-4111 Fax: 382-9822","Saskatoon,Special Care Home,",52.116666666667,-106.63333333333,"YES","YES"
221,"Olafsons Care Home",2013-06-21 12:49:00,"NW19-39-13W2 RM Ponass367, Archerwill, SK, S0E 0R0","ID: 4804 Rescode: 39751 Telephone: 322-2133 Fax: ","Kelsey Trail,Personal Care Home,",52.433333333333,-103.849999999999,"YES","YES"
222,"Oasis Personal Care Home",2013-08-20 12:49:00,"#1 Railway Avenue, Speers, SK, S0M 2V0","ID: 3158 Rescode: 43654 Telephone: 246-2067 Fax: ","Prince Albert Parkland,Personal Care Home,",52.716666666667,-107.56666666667,"YES","YES"
223,"Oak Arbour",2012-10-17 12:49:00,"10 Kyle Street, Regina, SK, S4R 5Y2","ID: 7188 Rescode: 15923 Telephone: 569-7755 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
224,"Nutana Integrated School Services*",2013-04-28 12:49:00,"Nutana Integrated School Services, 411-11th St. E., Saskatoon, SK, S7N 0E9","ID: 18 Rescode: 34424 Telephone: 655-5365 Fax: ","Saskatoon,Primary Health Centre,",52.116666666667,-106.63333333333,"YES","YES"
225,"Northwest Health Facility",2013-08-28 12:49:00,"#1 - 711 Centre Street, Meadow Lake, SK, S9X 1E6","ID: 90 Rescode: 58830 Telephone: 236-3661 Fax: 236-3244","Prairie North,Hospital,District Hospital",54.1333333333329,-108.43333333333,"YES","YES"
226,"Northland Pioneers Lodge",2013-09-11 12:49:00,"515 3rd Street W., Meadow Lake, SK, S9Z 1L1","ID: 26112 Rescode: 58830 Telephone: 236-5812 Fax: 236-6552","Prairie North,Special Care Home,",54.1333333333329,-108.43333333333,"YES","YES"
227,"North Battleford Personal Care Home",2013-09-21 12:49:00,"9018 - 16th Avenue, North Battleford, SK, S9A 2T7","ID: 1015 Rescode: 43721 Telephone: 445-2129 Fax: ","Prairie North,Personal Care Home,",52.7833333333329,-108.28333333333,"YES","YES"
228,"North Battleford Personal Care Home",2013-09-20 12:49:00,"2396 - 100th Street, North Battleford, SK, S9A 0X7","ID: 949 Rescode: 43721 Telephone: 445-7493 Fax: ","Prairie North,Personal Care Home,",52.7833333333329,-108.28333333333,"YES","YES"
229,"Norquay Health Centre/Gateway Lodge",2012-12-02 12:49:00,"Box 190, Norquay, SK, S0A 2V0","ID: 106/34133 Rescode: 33330 Telephone: 594-2133 Fax: 594-2488","Sunrise,Health Centre w/ Special Care Home,",51.8833333333329,-102.08333333333,"YES","YES"
230,"Nokomis Health Centre/Puffer Special Care Home",2013-01-10 12:49:00,"Box 98, 103 2nd Avenue E., Nokomis, SK, S0G 3R0","ID: 105 Rescode: 28030 Telephone: 528-2114 Fax: 528-4655","Saskatoon,Health Centre w/ Special Care Home,",51.5,-105,"YES","YES"
231,"Nipawin Hospital",2013-06-04 12:49:00,"Box 389, 800 6th Street E., Nipawin, SK, S0E 1E0","ID: 104 Rescode: 48730 Telephone: 862-4643 Fax: 862-9310","Kelsey Trail,Hospital,District Hospital",53.366666666667,-104,"YES","YES"
232,"Newmarket Manor",2013-06-19 12:49:00,"Box 2620, 2001Newmarket Drive, Tisdale, SK, S0E 1T0","ID: 33158 Rescode: 42730 Telephone: 873-5828 Fax: 873-4822","Kelsey Trail,Special Care Home,",52.85,-104.05,"YES","YES"
233,"Newhope Pioneer Lodge",2012-05-13 12:49:00,"Box 38, 123 Governmant Road, Stoughton, SK, S0G 4T0","ID: 11136 Rescode: 6530 Telephone: 457-2552 Fax: 457-3732","Sun Country,Special Care Home,",49.683333333333,-103.03333333333,"YES","YES"
234,"Nelson Care Home Ltd.",2013-08-02 12:49:00,"1336 - 7th Street East, Prince Albert, SK, S6V 0V1","ID: 1279 Rescode: 46122 Telephone: 922-9506 Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
235,"Nelson Care Home Ltd.",2013-08-03 12:49:00,"1336 - 7th Street East, Prince Albert, SK, S6V 0V1","ID: 1279 Rescode: 46122 Telephone:  Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
236,"Nel Care Home",2012-10-16 12:49:00,"3230 Argyle Road, Regina, SK, S4S 2B4","ID: 884 Rescode: 15923 Telephone: 789-6660 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
237,"Nancy's Personal Care Home",2013-08-01 12:49:00,"626 - 24th Street W., Prince Albert, SK, S6V 4N5","ID: 4820 Rescode: 46122 Telephone: 763-0524 Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
238,"Naicam",2013-07-01 12:49:00,"Naicam Medical Clinic, PO Box 489, Naicam, SK, S0K 2Z0","ID: 19 Rescode: 39830 Telephone: 752-9600 Fax: ","Kelsey Trail,Primary Health Centre,",52.4166666666669,-104.5,"YES","YES"
239,"Mountain View",2013-05-28 12:49:00,"NW 1/4-8-32-17-W3RM#318, Plenty, SK, S0L 2R0","ID: 6300 Rescode: 31957 Telephone: 377-4722 Fax: ","Heartland,Personal Care Home,",51.7833333333329,-108.63333333333,"YES","YES"
240,"Mount Pleasant Manor",2012-10-15 12:49:00,"310 - 18th Avenue East, Regina, SK, S4N 1E2","ID: 5614 Rescode: 15923 Telephone: 585-7444 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
241,"Mossbank Wellness Centre",2012-05-31 12:49:00,"Box 322, 3rd Ave. S., Mossbank, SK, S0H 3G0","ID: 625 Rescode: 10230 Telephone: 354-2300 Fax: 354-2819","Five Hills,Health Centre,",49.933333333333,-105.966666666669,"YES","YES"
242,"Morris Lodge",2012-12-11 12:49:00,"Lots4-12 Block 6 Main St., Bangor, SK, S0A 0E0","ID: 1570 Rescode: 18351 Telephone: 728-5322 Fax: ","Sunrise,Personal Care Home,",50.7999999999999,-102.33333333333,"YES","YES"
243,"Moosomin Hospital",2012-07-25 12:49:00,"Bag Service #1, 320 Gertie St., Moosomin, SK, S0G 3N0","ID: 99 Rescode: 12131 Telephone: 435-3303 Fax: 435-3211","Regina Qu'Appelle,Hospital,Community Hospital",50.1333333333329,-101.66666666667,"YES","YES"
244,"Moose Mountain Lodge Company Inc.",2012-05-09 12:49:00,"Box 729, 6th Street W., Carlyle, SK, S0C 0R0","ID: 11118 Rescode: 6330 Telephone: 453-2434 Fax: 453-2726","Sun Country,Special Care Home,",49.6333333333329,-102.26666666667,"YES","YES"
245,"Moose Jaw Union Hospital",2012-05-28 12:49:00,"455 Fairford Street E., Moose Jaw, SK, S6H 1H3","ID: 96 Rescode: 16120 Telephone: 694-0200 Fax: 694-0270","Five Hills,Hospital,Regional Hospital",50.3999999999999,-105.53333333333,"YES","YES"
246,"Moose Jaw Personal Care Home",2012-06-21 12:49:00,"245 Hochelaga Street West, Moose Jaw, SK, S6H 2G4","ID: 6971 Rescode: 16120 Telephone: 694-0075 Fax: ","Five Hills,Personal Care Home,",50.3999999999999,-105.53333333333,"YES","YES"
247,"Moose Jaw Personal Care Home",2012-06-22 12:49:00,"619 - 7th Avenue S.E., Moose Jaw, SK, S6H 7K8","ID: 7606 Rescode: 16120 Telephone: 691-0488 Fax: ","Five Hills,Personal Care Home,",50.3999999999999,-105.53333333333,"YES","YES"
248,"Montmartre Integrated Health Centre",2012-08-08 12:49:00,"Box 206, 237 2nd Ave. E., Montmartre, SK, S0G 3M0","ID: 95 Rescode: 12653 Telephone: 424-2222 Fax: 424-2227","Regina Qu'Appelle,Health Centre w/ Special Care Home,",50.233333333333,-103.45,"YES","YES"
249,"Mont. St. Joseph Home Inc.",2013-07-16 12:49:00,"777 28th Street W., Prince Albert, SK, S6V 8C2","ID: 28136 Rescode: 46122 Telephone: 953-4500 Fax: 953-4550","Prince Albert Parkland,Special Care Home,",53.2,-105.76666666667,"YES","YES"
250,"Middle Lake Personal Care Home",2013-02-13 12:49:00,"101 Reginoanl Park Road, Middle Lake, SK, S0G 2X0","ID: 7293 Rescode: 40050 Telephone: 367-2086 Fax: ","Saskatoon,Personal Care Home,",52.483333333333,-105.3,"YES","YES"
251,"Mercier's Country Care Home",2013-02-10 12:49:00,"SW 1/4-21-44-26-W2RM#431, Domremy, SK, S0K 1G0","ID: 1406 Rescode: 43150 Telephone: 423-6279 Fax: ","Saskatoon,Personal Care Home,",52.7833333333329,-105.733333333329,"YES","YES"
252,"Mennonite Nursing Home Inc.",2013-01-18 12:49:00,"Box 370, Highway 11 South, Rosthern, SK, S0K 3R0","ID: 29139 Rescode: 40330 Telephone: 232-4861 Fax: 232-5611","Saskatoon,Special Care Home,",52.6666666666669,-106.33333333333,"YES","YES"
253,"Melville Personal Care Home",2012-12-15 12:49:00,"Parcel G, Plan 62Y04751, Melville, SK, S0A 2P0","ID: 6386 Rescode: 21421 Telephone: 728-5283 Fax: ","Sunrise,Personal Care Home,",50.9166666666669,-102.8,"YES","YES"
254,"Melfort Hospital",2013-06-03 12:49:00,"Box 1480, 505 Broadway Avenue N., Melfort, SK, S0E 1A0","ID: 91 Rescode: 42820 Telephone: 752-8700 Fax: 752-8711","Kelsey Trail,Hospital,District Hospital",52.866666666667,-104.61666666667,"YES","YES"
255,"Meadow Green Care Home",2013-03-24 12:49:00,"234/236 Montreal Av South, Saskatoon, SK, S7M 3K8","ID: 5851 Rescode: 34424 Telephone: 683-4600 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
256,"May's Care Home",2013-09-18 12:49:00,"2042 - 99th Street, North Battleford, SK, S9A 0S4","ID: 957 Rescode: 43721 Telephone: 445-7621 Fax: ","Prairie North,Personal Care Home,",52.7833333333329,-108.28333333333,"YES","YES"
257,"Martha House Incorporated",2012-10-14 12:49:00,"1855 - 2nd Avenue North, Regina, SK, S4R 0Y1","ID: 5568 Rescode: 15923 Telephone: 545-0509 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
258,"Marie's Personal Care Home",2012-10-13 12:49:00,"55 Forsyth Crescent, Regina, SK, S4R 5L8","ID: 4421 Rescode: 15923 Telephone: 565-0491 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
259,"Maria's Personal Care Home",2013-03-23 12:49:00,"94/96 Gray Avenue, Saskatoon, SK, S7N 3Z2","ID: 3972 Rescode: 34424 Telephone: 249-5634 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
260,"Marg's Care Home Ltd.",2013-03-22 12:49:00,"310 Adilman Drive, Saskatoon, SK, S7K 7K5","ID: 1821 Rescode: 34424 Telephone: 975-1189 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
261,"Maranatha Manor",2013-06-24 12:49:00,"216 MacDonald Ave. E., Melfort, SK, S0E 1A0","ID: 4731 Rescode: 42820 Telephone: 752-9773 Fax: ","Kelsey Trail,Personal Care Home,",52.866666666667,-104.61666666667,"YES","YES"
262,"Maple Creek Hospital",2012-06-26 12:49:00,"Box 1330, Highway 21 S., Maple Creek, SK, S0N 1N0","ID: 88 Rescode: 11130 Telephone: 662-2611 Fax: 662-3210","Cypress,Hospital,Community Hospital",49.9166666666669,-109.483333333329,"YES","YES"
263,"Manitou Lodge",2013-02-06 12:49:00,"Box 130, 404 1st Street E., Watrous, SK, S0K 4T0","ID: 16122 Rescode: 31230 Telephone: 946-3718 Fax: 946-2296","Saskatoon,Special Care Home,",51.6666666666669,-105.466666666669,"YES","YES"
264,"Manitou Health Centre",2013-09-01 12:49:00,"Box 190, Neilburg, SK, S0M 2C0","ID: 102 Rescode: 44057 Telephone: 823-4262 Fax: 823-4590","Prairie North,Health Centre,",52.833333333333,-109.63333333333,"YES","YES"
265,"Mainprize Manor & Health Centre",2012-05-05 12:49:00,"Box 239, 206 South Street, Midale, SK, S0C 1S0","ID: 93/8147 Rescode: 3630 Telephone: 458-2300 Fax: 458-2778","Sun Country,Health Centre w/ Special Care Home,",49.3999999999999,-103.4,"YES","YES"
266,"Maidstone Hospital",2013-08-27 12:49:00,"Box 160, Maidstone, SK, S0M 1M0","ID: 86 Rescode: 47130 Telephone: 893-2622 Fax: 893-2922","Prairie North,Hospital,Community Hospital",53.1,-109.28333333333,"YES","YES"
267,"M Berta Personal Care Home",2012-10-12 12:49:00,"2905/2907 Pasqua Street, Regina, SK, S4S 0M6","ID: 5061 Rescode: 15923 Telephone: 584-8841 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
268,"M & M Private Care Home",2013-03-21 12:49:00,"518/520 Russell Road, Saskatoon, SK, S7K 6L6","ID: 4111 Rescode: 34424 Telephone: 242-6501 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
269,"Lutheran Sunset Home",2013-01-24 12:49:00,"1212 Osler Street, Saskatoon, SK, S7N 0T9","ID: 45205 Rescode: 34424 Telephone: 644-0300 Fax: 664-0311","Saskatoon,Special Care Home,",52.116666666667,-106.63333333333,"YES","YES"
270,"Luther Sunset Home of Saskatoon",2013-03-20 12:49:00,"1230 Temperance St, Saskatoon, SK, S7N 0N9","ID: 7056 Rescode: 34424 Telephone: 935-2029 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
271,"Lumsden & District Heritage Home Inc.",2012-08-15 12:49:00,"Box 479, Lumsden, SK, S0G 3C0","ID: 15217 Rescode: 18930 Telephone: 731-2247 Fax: 731-3307","Regina Qu'Appelle,Special Care Home,",50.6499999999999,-104.86666666667,"YES","YES"
272,"Lucky Lake Health Centre",2013-05-15 12:49:00,"Box 250, 1st Avenue, Lucky Lake, SK, S0L 1Z0","ID: 82 Rescode: 22553 Telephone: 858-2116 Fax: 858-2312","Heartland,Health Centre w/ Special Care Home,",50.983333333333,-107.13333333333,"YES","YES"
273,"Lucky Lake",2013-06-01 12:49:00,"Lucky Lake Health Centre, P.O. Box 250, Lucky Lake, SK, S0L 1Z0","ID: 14 Rescode: 22553 Telephone: 867-9700 Fax: ","Heartland,Primary Health Centre,",50.983333333333,-107.13333333333,"YES","YES"
274,"Lorrdale Place",2013-06-23 12:49:00,"208 Centre Street, Codette, SK, S0E 0P0","ID: 3867 Rescode: 48751 Telephone: 862-2579 Fax: ","Kelsey Trail,Personal Care Home,",53.2833333333329,-104.03333333333,"YES","YES"
275,"Lorraine's Personal Care Home",2013-03-19 12:49:00,"402/404 Acadia Drive, Saskatoon, SK, S7H 3V7","ID: 5509 Rescode: 34424 Telephone: 373-8074 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
276,"Loon Lake Union Hospital & Special Care Home",2013-08-31 12:49:00,"Box 68, 510 2nd Avenue, Loon Lake, SK, S0M 1L0","ID: 81 Rescode: 56158 Telephone: 837-2114 Fax: 837-2268","Prairie North,Hospital w/ Special Care Home,Community Hospital",54.0333333333329,-109.16666666667,"YES","YES"
277,"Loon Lake",2013-09-23 12:49:00,"Loon Lake Hospital and Special Care Home, P.O. Box 69, Loon Lake, SK, S0M 1L0","ID: 13 Rescode: 56158 Telephone: 837-2066 Fax: ","Prairie North,Primary Health Centre,",54.0333333333329,-109.16666666667,"YES","YES"
278,"Long Lake Valley Integrated Facility",2012-08-07 12:49:00,"Box 180, Imperial, SK, S0G 2J0","ID: 57 Rescode: 25130 Telephone: 963-2210 Fax: 963-2518","Regina Qu'Appelle,Health Centre w/ Special Care Home,",51.35,-105.43333333333,"YES","YES"
279,"Loewen's Personal Care Home",2013-07-31 12:49:00,"936 King Place, Prince Albert, SK, S6V 6K8","ID: 4588 Rescode: 46122 Telephone: 764-9336 Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
280,"Loewen Residence",2012-10-11 12:49:00,"118 Wilkinson Crescent, Regina, SK, S4S 6N2","ID: 4618 Rescode: 15923 Telephone: 586-0063 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
281,"Lloydminster Hospital",2013-08-26 12:49:00,"3820 43rd Ave., Lloydminster, SK, S9V 1Y5","ID: 80 Rescode: 50229 Telephone: 820-6000 Fax: 825-6516","Prairie North,Hospital,Regional Hospital",53.2833333333329,-110,"YES","YES"
282,"Linda's Personal Care Home Inc.",2013-03-18 12:49:00,"315 Kenderdine Road, Saskatoon, SK, S7N 3S9","ID: 2224 Rescode: 34424 Telephone: 249-3317 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
283,"Leroy Community Health & Social Centre",2013-01-05 12:49:00,"Box 7, 211 1st Avenue N.E., Leroy, SK, S0K 2P0","ID: 683 Rescode: 33930 Telephone: 286-3347 Fax: 286-3888","Saskatoon,Health Centre,",52,-104.733333333329,"YES","YES"
284,"Lemberg Personal Care Home",2012-08-31 12:49:00,"345 Golling Street, Lemberg, SK, S0A 2B0","ID: 5460 Rescode: 18530 Telephone: 335-2257 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.733333333333,-103.2,"YES","YES"
285,"Leader Hospital",2012-06-25 12:49:00,"Box 129, 423 Main Street E., Leader, SK, S0N 1H0","ID: 76 Rescode: 23130 Telephone: 628-3845 Fax: 628-3320","Cypress,Hospital,Community Hospital",50.8833333333329,-109.55,"YES","YES"
286,"Last Mountain Pioneer Home Inc.",2013-02-02 12:49:00,"Box 549, 700 Prospect Avenue, Strasbourg, SK, S0G 4V0","ID: 43120 Rescode: 22030 Telephone: 725-3342 Fax: 725-3404","Saskatoon,Special Care Home,",51.0666666666669,-104.95,"YES","YES"
287,"Lanigan Hospital",2012-12-25 12:49:00,"Box 609, 36 Downing Drive E., Lanigan, SK, S0K 2M0","ID: 74 Rescode: 31030 Telephone: 365-1400 Fax: 365-3354","Saskatoon,Hospital,Community Hospital",51.85,-105.03333333333,"YES","YES"
288,"Langham Senior Citizens Home",2013-01-15 12:49:00,"Box 287, Langham, SK, S0K 2L0","ID: 45126 Rescode: 34430 Telephone: 283-4210 Fax: 283-4212","Saskatoon,Special Care Home,",52.366666666667,-106.966666666669,"YES","YES"
289,"Langenburg Health Complex",2012-12-01 12:49:00,"Box 9, 200 Heritage Drive, Langenburg, SK, S0A 2A0","ID: 73/37123 Rescode: 18130 Telephone: 743-2232 Fax: 743-5025","Sunrise,Health Centre w/ Special Care Home,",50.85,-101.716666666669,"YES","YES"
290,"Lampman Community Health Centre",2012-05-04 12:49:00,"Box 100, 309 2nd Avenue E., Lampman, SK, S0C 1N0","ID: 72 Rescode: 3430 Telephone: 487-2561 Fax: 487-3103","Sun Country,Health Centre w/ Special Care Home,",49.3833333333329,-102.75,"YES","YES"
291,"Lakeview Pioneer Lodge Inc.",2013-02-04 12:49:00,"Box 544, 400 1st Street N., Wakaw, SK, S0K 4P0","ID: 30122 Rescode: 40130 Telephone: 233-4621 Fax: 233-5225","Saskatoon,Special Care Home,",52.6499999999999,-105.733333333329,"YES","YES"
292,"Lakeview Lodge",2012-08-29 12:49:00,"S.W. 27-21-14 W2M, Fort Qu'Appelle, SK, S0G 1S0","ID: 6769 Rescode: 18730 Telephone: 332-2588 Fax: ","Regina Qu'Appelle,Personal Care Home,",,,"YES","YES"
293,"Lakeside Manor Care Home Inc.",2012-12-07 12:49:00,"Box 340, 101 Crescent Lake Road, Saltcoats, SK, S0A 3R0","ID: 36139 Rescode: 21331 Telephone: 744-2353 Fax: 744-2414","Sunrise,Special Care Home,",51.0333333333329,-102.16666666667,"YES","YES"
294,"Lakeside Home",2012-08-27 12:49:00,"Box 10, 701 Ouimet St., Wolseley, SK, S0G 5H0","ID: 113141 Rescode: 15530 Telephone: 698-2573 Fax: 698-2975","Regina Qu'Appelle,Special Care Home,",50.4166666666669,-103.26666666667,"YES","YES"
295,"Lafleche & District Health Centre",2012-06-03 12:49:00,"Box 159, 315 Main St., Lafleche, SK, S0H 2K0","ID: 71 Rescode: 7430 Telephone: 472-5230 Fax: 472-5405","Five Hills,Health Centre w/ Special Care Home,",49.716666666667,-106.58333333333,"YES","YES"
296,"Lady Minto Health Care Centre",2013-09-03 12:49:00,"Box 330, 1513 1st Ave S., Edam, SK, S0M 0V0","ID: 33 Rescode: 46951 Telephone: 397-2222 Fax: 397-2225","Prairie North,Health Centre w/ Special Care Home,",53.183333333333,-108.76666666667,"YES","YES"
297,"La Ronge Health Centre",2013-09-25 12:49:00,"Box 6000, 227 Blacklund Street, La Ronge, SK, S0J 1L0","ID: 83 Rescode: 80430 Telephone: 425-2422 Fax: 425-5432","Mamawetan Churchill River,Hospital w/ Special Care Home,Northern Hospital",55.1,-105.28333333333,"YES","YES"
298,"La Ronge",2013-10-02 12:49:00,"La Ronge Medical Clinic, P.O. Box 240, La Ronge, SK, S0J 1L0","ID: 12 Rescode: 80430 Telephone: 425 2174 Fax: ","Keewatin Yatthé,Primary Health Centre,",55.1,-105.28333333333,"YES","YES"
299,"La Loche Health Centre",2013-09-29 12:49:00,"Bag Service #1, La Loche, SK, S0M 1G0","ID: 301 Rescode: 80272 Telephone: 822-3200 Fax: 822-2112","Keewatin Yatthé,Hospital w/ Special Care Home,Northern Hospital",56.483333333333,-109.43333333333,"YES","YES"
300,"La Hacienda Care Home",2012-10-10 12:49:00,"3 Dunsmore Drive, Regina, SK, S4T 7L7","ID: 6483 Rescode: 15923 Telephone: 545-9142 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
301,"L. Gervais Memorial Health Centre",2013-09-04 12:49:00,"Box 100, Main Street, Goodsoil, SK, S0M 1A0","ID: 45 Rescode: 62250 Telephone: 238-2100 Fax: 238-4449","Prairie North,Health Centre w/ Special Care Home,24/7 ER Health Centre Site",54.3999999999999,-109.216666666669,"YES","YES"
302,"L & J Homes",2012-10-09 12:49:00,"103 McIntyre Street, Regina, SK, S4R 2L5","ID: 4723 Rescode: 15923 Telephone: 545-9165 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
303,"Kyle & District Health Centre",2013-05-14 12:49:00,"Box 70, 208 3rd Avenue E., Kyle, SK, S0L 1T0","ID: 69 Rescode: 22830 Telephone: 375-2251 Fax: 375-2422","Heartland,Health Centre w/ Special Care Home,",50.833333333333,-108.03333333333,"YES","YES"
304,"Kyle",2013-05-31 12:49:00,"Kyle Medical Clinic, P.O. Box 99, Kyle, SK, S0L 1T0","ID: 11 Rescode: 22830 Telephone: 867-9700 Fax: ","Heartland,Primary Health Centre,",50.833333333333,-108.03333333333,"YES","YES"
305,"Kowalchuks' Personal Care Home",2013-03-17 12:49:00,"2401 Jarvis Drive, Saskatoon, SK, S7J 2T8","ID: 1937 Rescode: 34424 Telephone: 477-2762 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
306,"Kowalchuk's Personal Care Home",2013-04-25 12:49:00,"406 7th Street East, Wynyard, SK, S0A 4T0","ID: 5215 Rescode: 30830 Telephone: 554-3561 Fax: ","Saskatoon,Personal Care Home,",51.766666666667,-104.18333333333,"YES","YES"
307,"Kipling Memorial Health Centre",2012-04-26 12:49:00,"Box 420, 803 1st Street, Kipling, SK, S0G 2S0","ID: 68 Rescode: 12430 Telephone: 736-2553 Fax: 736-8407","Sun Country,Hospital,Community Hospital",50.1,-102.63333333333,"YES","YES"
308,"Kinmara Care Home",2012-10-08 12:49:00,"74 Duncan Crescent, Regina, SK, S4T 6L5","ID: 4057 Rescode: 15923 Telephone: 545-7072 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
309,"Kinistino Personal Care Home",2013-07-23 12:49:00,"210 Dixon Avenue, Kinistino, SK, S0E 1A0","ID: 6556 Rescode: 45930 Telephone: 864-2257 Fax: ","Prince Albert Parkland,Personal Care Home,",52.95,-105.03333333333,"YES","YES"
310,"Kinistino Health Centre",2013-07-09 12:49:00,"Box 460, 111 Meyers Avenue, Kinistino, SK, S0J 1H0","ID: 67 Rescode: 45930 Telephone: 864-2292 Fax: 864-2440","Prince Albert Parkland,Health Centre,",52.95,-105.03333333333,"YES","YES"
311,"Kindersley Integrated Health Facility",2013-05-06 12:49:00,"1003 1st Street W., Kindersley, SK, S0L 1S2","ID: 66/20132 Rescode: 29030 Telephone: 463-2611 Fax: 463-4550","Heartland,Hospital w/ Special Care Home,District Hospital",51.466666666667,-109.16666666667,"YES","YES"
312,"Kincaid Personal Care Home",2012-06-12 12:49:00,"101 - 2nd Street East, Kincaid, SK, S0H 2J0","ID: 5789 Rescode: 7553 Telephone: 264-3971 Fax: ","Five Hills,Personal Care Home,",49.6666666666669,-107,"YES","YES"
